LEVEL1,LEVEL2,LEVEL3,LEVEL4,TOOLTIP,SOURCE,SOURCE URL,2012,2013,2014,2015,2016,2017,LEVEL
Public Utilities Fund,Public Utilities Re-use Operatingions,Direct Expenses,Repairs-Bldg/Structure,,,,5000,15000,,,,,4
Public Utilities Fund,Public Utilities Re-use Operatingions,Direct Expenses,Repairs-Other Equip,,,,12000,12000,,,,,4
Public Utilities Fund,Public Utilities Re-use Operatingions,Direct Expenses,Service Contracts-Other,,,,2200000,2075000,,,,,4
Public Utilities Fund,Public Utilities Re-use Operatingions,Direct Expenses,Small Equipment,,,,58000,33500,,,,,4
Public Utilities Fund,Public Utilities Re-use Operatingions,Direct Expenses,Uniforms,,,,9800,9800,,,,,4
Public Utilities Fund,Public Utilities Re-use Operatingions,Direct Expenses,Vehicle Maint & Operatingion,,,,261000,261000,,,,,4
Public Utilities Fund,Public Utilities Re-use Operatingions,Direct Expenses,Vehicle Repair Supplies,,,,5000,5000,,,,,4
Public Utilities Fund,Public Utilities Re-use Operatingions,Direct Expenses,Wan Data Line,,,,8747,8747,,,,,4
Public Utilities Fund,Public Utilities Re-use Operatingions,Direct Expenses Total,,,,,3214463,3082493,,,,,3
Public Utilities Fund,Public Utilities Re-use Operatingions,Employee Benefits,457 Plan Offset,,,,-11097,,,,,,4
Public Utilities Fund,Public Utilities Re-use Operatingions,Employee Benefits,Dental Insurance,,,,11573,12836,,,,,4
Public Utilities Fund,Public Utilities Re-use Operatingions,Employee Benefits,Dental Insurance Increment,,,,,242,,,,,4
Public Utilities Fund,Public Utilities Re-use Operatingions,Employee Benefits,FICA Temp,,,,3895,3895,,,,,4
Public Utilities Fund,Public Utilities Re-use Operatingions,Employee Benefits,Group Life Ad & Di,,,,1095,1109,,,,,4
Public Utilities Fund,Public Utilities Re-use Operatingions,Employee Benefits,Health Insurance,,,,184328,203466,,,,,4
Public Utilities Fund,Public Utilities Re-use Operatingions,Employee Benefits,Health Insurance Increment,,,,-48484,-31968,,,,,4
Public Utilities Fund,Public Utilities Re-use Operatingions,Employee Benefits,Medicare,,,,17621,17857,,,,,4
Public Utilities Fund,Public Utilities Re-use Operatingions,Employee Benefits,Medicare Temp,,,,912,912,,,,,4
Public Utilities Fund,Public Utilities Re-use Operatingions,Employee Benefits,Retirement,,,,83615,83009,,,,,4
Public Utilities Fund,Public Utilities Re-use Operatingions,Employee Benefits,Retirement Temp,,,,3015,3647,,,,,4
Public Utilities Fund,Public Utilities Re-use Operatingions,Employee Benefits,Social Security,,,,75350,76360,,,,,4
Public Utilities Fund,Public Utilities Re-use Operatingions,Employee Benefits,Supplemental Retirement,,,,33626,21403,,,,,4
Public Utilities Fund,Public Utilities Re-use Operatingions,Employee Benefits Total,,,,,355449,392768,,,,,3
Public Utilities Fund,Public Utilities Re-use Operatingions,Miscellaneous,Advertising,,,,15000,15000,,,,,4
Public Utilities Fund,Public Utilities Re-use Operatingions,Miscellaneous,Landfill Charges,,,,28500,28500,,,,,4
Public Utilities Fund,Public Utilities Re-use Operatingions,Miscellaneous,Licenses/Dues & Publications,,,,8000,8000,,,,,4
Public Utilities Fund,Public Utilities Re-use Operatingions,Miscellaneous,Professional Certification,,,,2000,2000,,,,,4
Public Utilities Fund,Public Utilities Re-use Operatingions,Miscellaneous,Training & Travel & Reg,,,,8000,12500,,,,,4
Public Utilities Fund,Public Utilities Re-use Operatingions,Miscellaneous Total,,,,,61500,66000,,,,,3
Public Utilities Fund,Public Utilities Re-use Operatingions,Salaries and Wages,Earnings Offset,,,,-6598,,,,,,4
Public Utilities Fund,Public Utilities Re-use Operatingions,Salaries and Wages,Holiday Pay,,,,4096,4096,,,,,4
Public Utilities Fund,Public Utilities Re-use Operatingions,Salaries and Wages,Longevity,,,,22408,23834,,,,,4
Public Utilities Fund,Public Utilities Re-use Operatingions,Salaries and Wages,Merit Increase,,,,6598,33,,,,,4
Public Utilities Fund,Public Utilities Re-use Operatingions,Salaries and Wages,Range Increase,,,,46,33,,,,,4
Public Utilities Fund,Public Utilities Re-use Operatingions,Salaries and Wages,Salaries-Ft,,,,1186281,1207694,,,,,4
Public Utilities Fund,Public Utilities Re-use Operatingions,Salaries and Wages,Salaries-Ot For Ft Staff,,,,44544,44544,,,,,4
Public Utilities Fund,Public Utilities Re-use Operatingions,Salaries and Wages,Salaries-Pt Temp/Seasonal,,,,14200,14200,,,,,4
Public Utilities Fund,Public Utilities Re-use Operatingions,Salaries and Wages Total,,,,,1271575,1294434,,,,,3
Public Utilities Fund,Public Utilities Re-use Operatingions,,,,,,4942487,4865195,,,,,2
Public Utilities Fund,Public Utilities Sewer Maintenance,Capital Equipment,Capital Equipment-Other,,,,127525,127525,129700,191600,110900,176000,4
Public Utilities Fund,Public Utilities Sewer Maintenance,Capital Equipment,Communications Equip,,,,7500,7500,1500,4800,,25000,4
Public Utilities Fund,Public Utilities Sewer Maintenance,Capital Equipment,Construction Equip,,,,85500,85500,25000,25000,5800,,4
Public Utilities Fund,Public Utilities Sewer Maintenance,Capital Equipment,Grounds Maint Equip,,,,4700,4700,,4200,14200,,4
Public Utilities Fund,Public Utilities Sewer Maintenance,Capital Equipment,Motor Vehicle Access/Upfit,,,,3210,3210,13000,16000,,,4
Public Utilities Fund,Public Utilities Sewer Maintenance,Capital Equipment,Safety/Hazmat Equip,,,,12000,12000,12000,8750,36900,48000,4
Public Utilities Fund,Public Utilities Sewer Maintenance,Capital Equipment Total,,,,,240435,240435,181200,250350,167800,249000,3
Public Utilities Fund,Public Utilities Sewer Maintenance,Direct Expenses,Chemicals,,,,5000,5000,38495,51250,60000,7000,4
Public Utilities Fund,Public Utilities Sewer Maintenance,Direct Expenses,Computer Lease,,,,28974,21457,17814,21570,22943,22497,4
Public Utilities Fund,Public Utilities Sewer Maintenance,Direct Expenses,Computer Operatingions & Access,,,,,,,1400,2000,1000,4
Public Utilities Fund,Public Utilities Sewer Maintenance,Direct Expenses,Contractual Svcs-Other,,,,1166500,603547,603547,802047,802047,367047,4
Public Utilities Fund,Public Utilities Sewer Maintenance,Direct Expenses,Equipment Repair Parts,,,,5000,5000,5000,5000,6500,4000,4
Public Utilities Fund,Public Utilities Sewer Maintenance,Direct Expenses,Equipment Usage Charge,,,,641094,301569,389369,886082,1425052,1863522,4
Public Utilities Fund,Public Utilities Sewer Maintenance,Direct Expenses,Lease-Equipment,,,,,,21088,21088,38088,38088,4
Public Utilities Fund,Public Utilities Sewer Maintenance,Direct Expenses,Motor Fuels & Lubricants,,,,421123,421123,421123,421123,447897,597273,4
Public Utilities Fund,Public Utilities Sewer Maintenance,Direct Expenses,Office Supplies,,,,,,17391,12391,10000,10000,4
Public Utilities Fund,Public Utilities Sewer Maintenance,Direct Expenses,Operatingional & Maint Supplies,,,,312300,752300,673235,668577,708123,756710,4
Public Utilities Fund,Public Utilities Sewer Maintenance,Direct Expenses,Print Copy-Rmb,,,,2000,2000,8000,8000,3000,2000,4
Public Utilities Fund,Public Utilities Sewer Maintenance,Direct Expenses,Rental-Equipment,,,,24415,24415,15207,11500,6500,6500,4
Public Utilities Fund,Public Utilities Sewer Maintenance,Direct Expenses,Repairs-Other Equip,,,,67125,67125,66125,54125,59625,55125,4
Public Utilities Fund,Public Utilities Sewer Maintenance,Direct Expenses,Small Equipment,,,,52775,52775,69900,77000,140045,145920,4
Public Utilities Fund,Public Utilities Sewer Maintenance,Direct Expenses,Uniforms,,,,,,49003,41175,41175,42663,4
Public Utilities Fund,Public Utilities Sewer Maintenance,Direct Expenses,Vehicle Maint & Operatingion,,,,784700,784700,784700,784700,784700,784700,4
Public Utilities Fund,Public Utilities Sewer Maintenance,Direct Expenses Total,,,,,3511006,3041011,3179997,3867028,4557695,4704045,3
Public Utilities Fund,Public Utilities Sewer Maintenance,Employee Benefits,457 Plan Offset,,,,-28853,,,,,,4
Public Utilities Fund,Public Utilities Sewer Maintenance,Employee Benefits,Dental Insurance,,,,51079,59570,55240,59748,68465,73945,4
Public Utilities Fund,Public Utilities Sewer Maintenance,Employee Benefits,Dental Insurance Increment,,,,,1190,,,-5694,,4
Public Utilities Fund,Public Utilities Sewer Maintenance,Employee Benefits,FICA Temp,,,,29389,29389,29399,29510,29516,29516,4
Public Utilities Fund,Public Utilities Sewer Maintenance,Employee Benefits,Group Life Ad & Di,,,,3718,3681,3769,3689,3942,4281,4
Public Utilities Fund,Public Utilities Sewer Maintenance,Employee Benefits,Health Insurance,,,,858532,969815,907668,823860,875004,918836,4
Public Utilities Fund,Public Utilities Sewer Maintenance,Employee Benefits,Health Insurance Increment,,,,-224331,-156793,-126075,-49019,-65801,67994,4
Public Utilities Fund,Public Utilities Sewer Maintenance,Employee Benefits,Medicare,,,,59897,59317,60718,59440,63501,68972,4
Public Utilities Fund,Public Utilities Sewer Maintenance,Employee Benefits,Medicare Temp,,,,6874,6874,6877,6903,6904,6903,4
Public Utilities Fund,Public Utilities Sewer Maintenance,Employee Benefits,Retirement,,,,284635,277836,296056,289934,306553,344859,4
Public Utilities Fund,Public Utilities Sewer Maintenance,Employee Benefits,Retirement Temp,,,,28769,34802,33270,34337,34337,34337,4
Public Utilities Fund,Public Utilities Sewer Maintenance,Employee Benefits,Social Security,,,,256113,253631,259625,254158,271515,294914,4
Public Utilities Fund,Public Utilities Sewer Maintenance,Employee Benefits,Supplemental Retirement,,,,87435,56343,56857,85628,82182,95826,4
Public Utilities Fund,Public Utilities Sewer Maintenance,Employee Benefits Total,,,,,1413257,1595655,1583404,1598188,1670424,1940381,3
Public Utilities Fund,Public Utilities Sewer Maintenance,Interfund Transfers In/Out,To 100 Reimb Sewer St Cuts,,,,70000,540000,540000,100000,555000,575000,4
Public Utilities Fund,Public Utilities Sewer Maintenance,Interfund Transfers In/Out,To 100 Reimb Water St Cuts,,,,1250000,780000,,440000,60000,,4
Public Utilities Fund,Public Utilities Sewer Maintenance,Interfund Transfers In/Out Total,,,,,1320000,1320000,540000,540000,615000,575000,3
Public Utilities Fund,Public Utilities Sewer Maintenance,Miscellaneous,Landfill Charges,,,,,,65000,50000,85000,85000,4
Public Utilities Fund,Public Utilities Sewer Maintenance,Miscellaneous,Licenses/Dues & Publications,,,,,,6290,4000,8000,7000,4
Public Utilities Fund,Public Utilities Sewer Maintenance,Miscellaneous,Professional Certification,,,,18900,18900,19000,35000,35000,82850,4
Public Utilities Fund,Public Utilities Sewer Maintenance,Miscellaneous,Training & Travel & Reg,,,,7500,7500,11500,42000,42000,20000,4
Public Utilities Fund,Public Utilities Sewer Maintenance,Miscellaneous Total,,,,,26400,26400,101790,131000,170000,194850,3
Public Utilities Fund,Public Utilities Sewer Maintenance,Salaries and Wages,Earnings Offset,,,,-32307,,,9850,,,4
Public Utilities Fund,Public Utilities Sewer Maintenance,Salaries and Wages,Expense Allowance,,,,,,,1800,1800,1800,4
Public Utilities Fund,Public Utilities Sewer Maintenance,Salaries and Wages,Holiday Pay,,,,13250,13251,13251,13251,13251,13251,4
Public Utilities Fund,Public Utilities Sewer Maintenance,Salaries and Wages,Longevity,,,,39411,39891,38030,29899,37473,34041,4
Public Utilities Fund,Public Utilities Sewer Maintenance,Salaries and Wages,Merit Increase,,,,32307,134,214,167,,,4
Public Utilities Fund,Public Utilities Sewer Maintenance,Salaries and Wages,Range Increase,,,,221,134,214,167,,,4
Public Utilities Fund,Public Utilities Sewer Maintenance,Salaries and Wages,Salaries-Ft,,,,4058910,4050652,4149031,4069068,4341808,4722630,4
Public Utilities Fund,Public Utilities Sewer Maintenance,Salaries and Wages,Salaries-Ot For Ft Staff,,,,450765,450765,450765,450765,450765,450765,4
Public Utilities Fund,Public Utilities Sewer Maintenance,Salaries and Wages,Salaries-Pt Temp/Seasonal,,,,10000,10000,10150,10150,10252,10252,4
Public Utilities Fund,Public Utilities Sewer Maintenance,Salaries and Wages,Salary Reserve,,,,,,,37873,37873,37873,4
Public Utilities Fund,Public Utilities Sewer Maintenance,Salaries and Wages Total,,,,,4572557,4564827,4661655,4622990,4893222,5270611,3
Public Utilities Fund,Public Utilities Sewer Maintenance To,,,,,,11083655,10788328,10248046,11009556,12074141,12933888,2
Public Utilities Fund,Public Utilities Utility Billing,Direct Expenses,Computer Lease,,,,,,32858,30129,33703,,4
Public Utilities Fund,Public Utilities Utility Billing,Direct Expenses,Computer Operatingions & Access,,,,,,3995,119671,78375,,4
Public Utilities Fund,Public Utilities Utility Billing,Direct Expenses,Contractual Svcs-Other,,,,,,778800,693800,594800,,4
Public Utilities Fund,Public Utilities Utility Billing,Direct Expenses,Credit Card Fees,,,,,,740300,790300,971000,,4
Public Utilities Fund,Public Utilities Utility Billing,Direct Expenses,Motor Pool Vehicle Use Costs,,,,,,1000,1000,2500,,4
Public Utilities Fund,Public Utilities Utility Billing,Direct Expenses,Office Supplies,,,,,,8075,6875,6875,,4
Public Utilities Fund,Public Utilities Utility Billing,Direct Expenses,Operatingional & Maint Supplies,,,,,,5000,3400,3400,,4
Public Utilities Fund,Public Utilities Utility Billing,Direct Expenses,Repairs-Office Equip,,,,,,2920,,,,4
Public Utilities Fund,Public Utilities Utility Billing,Direct Expenses,Rsv-Wide Area Network,,,,,,8078,7052,7052,,4
Public Utilities Fund,Public Utilities Utility Billing,Direct Expenses,Telephone/Comm (Hard Lines),,,,,,4970,12170,9685,,4
Public Utilities Fund,Public Utilities Utility Billing,Direct Expenses,Uniforms,,,,,,6875,6875,6875,,4
Public Utilities Fund,Public Utilities Utility Billing,Direct Expenses,Wan Data Line,,,,,,6900,17208,18876,,4
Public Utilities Fund,Public Utilities Utility Billing,Direct Expenses,Wireless Data Comm,,,,,,3250,,,,4
Public Utilities Fund,Public Utilities Utility Billing,Direct Expenses Total,,,,,,,1603021,1688480,1733141,,3
Public Utilities Fund,Public Utilities Utility Billing,Employee Benefits,Dental Insurance,,,,,,25400,26609,28577,,4
Public Utilities Fund,Public Utilities Utility Billing,Employee Benefits,Dental Insurance Increment,,,,,,,,-2335,,4
Public Utilities Fund,Public Utilities Utility Billing,Employee Benefits,FICA Temp,,,,,,,,620,,4
Public Utilities Fund,Public Utilities Utility Billing,Employee Benefits,Group Life Ad & Di,,,,,,2119,2091,2156,,4
Public Utilities Fund,Public Utilities Utility Billing,Employee Benefits,Health Insurance,,,,,,414888,388464,382222,,4
Public Utilities Fund,Public Utilities Utility Billing,Employee Benefits,Health Insurance Increment,,,,,,-44127,-23114,-28202,,4
Public Utilities Fund,Public Utilities Utility Billing,Employee Benefits,Medicare,,,,,,34141,33694,34733,,4
Public Utilities Fund,Public Utilities Utility Billing,Employee Benefits,Medicare Temp,,,,,,,,145,,4
Public Utilities Fund,Public Utilities Utility Billing,Employee Benefits,Retirement,,,,,,166823,164290,167708,,4
Public Utilities Fund,Public Utilities Utility Billing,Employee Benefits,Retirement Temp,,,,,,,,740,,4
Public Utilities Fund,Public Utilities Utility Billing,Employee Benefits,Social Security,,,,,,145984,144073,148514,,4
Public Utilities Fund,Public Utilities Utility Billing,Employee Benefits,Supplemental Retirement,,,,,,41550,58853,51632,,4
Public Utilities Fund,Public Utilities Utility Billing,Employee Benefits Total,,,,,,,786778,794960,786510,,3
Public Utilities Fund,Public Utilities Utility Billing,Miscellaneous,Licenses/Dues & Publications,,,,,,175,175,175,,4
Public Utilities Fund,Public Utilities Utility Billing,Miscellaneous,Mileage Reimb,,,,,,3000,1500,500,,4
Public Utilities Fund,Public Utilities Utility Billing,Miscellaneous,Postage,,,,,,754900,754900,785100,,4
Public Utilities Fund,Public Utilities Utility Billing,Miscellaneous,Training & Travel & Reg,,,,,,20000,34000,34000,,4
Public Utilities Fund,Public Utilities Utility Billing,Miscellaneous Total,,,,,,,778075,790575,819775,,3
Public Utilities Fund,Public Utilities Utility Billing,Salaries and Wages,Agency Personnel-Temp,,,,,,45000,45000,152081,,4
Public Utilities Fund,Public Utilities Utility Billing,Salaries and Wages,Earnings Offset,,,,,,,2265,,,4
Public Utilities Fund,Public Utilities Utility Billing,Salaries and Wages,Longevity,,,,,,25478,22110,23340,,4
Public Utilities Fund,Public Utilities Utility Billing,Salaries and Wages,Merit Increase,,,,,,141,138,,,4
Public Utilities Fund,Public Utilities Utility Billing,Salaries and Wages,Range Increase,,,,,,141,138,,,4
Public Utilities Fund,Public Utilities Utility Billing,Salaries and Wages,Salaries-Ft,,,,,,2328820,2301369,2372051,,4
Public Utilities Fund,Public Utilities Utility Billing,Salaries and Wages,Salaries-Ot For Ft Staff,,,,,,,10000,10000,,4
Public Utilities Fund,Public Utilities Utility Billing,Salaries and Wages Total,,,,,,,2399580,2381020,2557472,,3
Public Utilities Fund,Public Utilities Utility Billing Tota,,,,,,,,5567454,5655035,5896898,,2
Public Utilities Fund,Public Utilities Water Distribution,Capital Equipment,Capital Equipment-Other,,,,10000,10000,52000,30000,14500,15000,4
Public Utilities Fund,Public Utilities Water Distribution,Capital Equipment,Construction Equip,,,,27700,27700,72290,119290,109590,137590,4
Public Utilities Fund,Public Utilities Water Distribution,Capital Equipment,Motor Vehicle Access/Upfit,,,,10000,10000,10000,10000,10000,,4
Public Utilities Fund,Public Utilities Water Distribution,Capital Equipment,Safety/Hazmat Equip,,,,42000,42000,21000,21000,21000,21000,4
Public Utilities Fund,Public Utilities Water Distribution,Capital Equipment Total,,,,,89700,89700,155290,180290,155090,173590,3
Public Utilities Fund,Public Utilities Water Distribution,Direct Expenses,Chemicals,,,,,,22330,22330,22330,22330,4
Public Utilities Fund,Public Utilities Water Distribution,Direct Expenses,Computer Lease,,,,42125,36592,26908,25083,26782,24433,4
Public Utilities Fund,Public Utilities Water Distribution,Direct Expenses,Computer Operatingions & Access,,,,,,,1000,2050,7050,4
Public Utilities Fund,Public Utilities Water Distribution,Direct Expenses,Contractual Svcs-Other,,,,250000,150000,350000,350000,350000,142238,4
Public Utilities Fund,Public Utilities Water Distribution,Direct Expenses,Equipment Repair Parts,,,,4000,4000,4000,4000,3000,3000,4
Public Utilities Fund,Public Utilities Water Distribution,Direct Expenses,Equipment Usage Charge,,,,435879,338395,337518,458600,752208,690852,4
Public Utilities Fund,Public Utilities Water Distribution,Direct Expenses,Lease-Equipment,,,,,,33156,33156,33156,33156,4
Public Utilities Fund,Public Utilities Water Distribution,Direct Expenses,Motor Fuels & Lubricants,,,,359376,359376,359376,359376,355438,293913,4
Public Utilities Fund,Public Utilities Water Distribution,Direct Expenses,Office Supplies,,,,,,15523,15523,15523,15523,4
Public Utilities Fund,Public Utilities Water Distribution,Direct Expenses,Operatingional & Maint Supplies,,,,155000,295000,751080,731080,1343780,1197804,4
Public Utilities Fund,Public Utilities Water Distribution,Direct Expenses,Print Copy-Rmb,,,,2150,2150,8150,8150,8150,8150,4
Public Utilities Fund,Public Utilities Water Distribution,Direct Expenses,Rental-Equipment,,,,5000,5000,8207,8207,8207,8207,4
Public Utilities Fund,Public Utilities Water Distribution,Direct Expenses,Repairs-Other Equip,,,,29000,29000,31000,31000,20500,19509,4
Public Utilities Fund,Public Utilities Water Distribution,Direct Expenses,Small Equipment,,,,100000,100000,65300,135300,168300,254529,4
Public Utilities Fund,Public Utilities Water Distribution,Direct Expenses,Uniforms,,,,1500,1500,34527,31750,32290,32290,4
Public Utilities Fund,Public Utilities Water Distribution,Direct Expenses,Vehicle Maint & Operatingion,,,,448000,448000,448000,448000,448000,448000,4
Public Utilities Fund,Public Utilities Water Distribution,Direct Expenses Total,,,,,1832030,1769013,2495075,2662555,3589714,3200984,3
Public Utilities Fund,Public Utilities Water Distribution,Employee Benefits,457 Plan Offset,,,,-29719,,,,,,4
Public Utilities Fund,Public Utilities Water Distribution,Employee Benefits,Dental Insurance,,,,43767,51728,43257,48818,61155,59179,4
Public Utilities Fund,Public Utilities Water Distribution,Employee Benefits,Dental Insurance Increment,,,,,924,,,-4959,,4
Public Utilities Fund,Public Utilities Water Distribution,Employee Benefits,FICA Temp,,,,27516,27516,27516,27516,27516,27516,4
Public Utilities Fund,Public Utilities Water Distribution,Employee Benefits,Group Life Ad & Di,,,,3440,3672,3493,3642,4052,3789,4
Public Utilities Fund,Public Utilities Water Distribution,Employee Benefits,Health Insurance,,,,743473,898044,745272,648648,762423,727297,4
Public Utilities Fund,Public Utilities Water Distribution,Employee Benefits,Health Insurance Increment,,,,-194068,-137065,-103519,-38594,-55710,52222,4
Public Utilities Fund,Public Utilities Water Distribution,Employee Benefits,Medicare,,,,55426,59173,56259,58669,65273,61493,4
Public Utilities Fund,Public Utilities Water Distribution,Employee Benefits,Medicare Temp,,,,6436,6436,6436,6436,6436,6435,4
Public Utilities Fund,Public Utilities Water Distribution,Employee Benefits,Retirement,,,,263162,275819,274312,286124,315237,307299,4
Public Utilities Fund,Public Utilities Water Distribution,Employee Benefits,Retirement Temp,,,,27516,33285,31821,32841,32841,32841,4
Public Utilities Fund,Public Utilities Water Distribution,Employee Benefits,Social Security,,,,236990,253018,240558,250859,279096,262934,4
Public Utilities Fund,Public Utilities Water Distribution,Employee Benefits,Supplemental Retirement,,,,90056,60775,55037,87885,87869,84685,4
Public Utilities Fund,Public Utilities Water Distribution,Employee Benefits Total,,,,,1273995,1533325,1380442,1412844,1581229,1625690,3
Public Utilities Fund,Public Utilities Water Distribution,Interfund Transfers In/Out,To 100 Reimb Water St Cuts,,,,,,780000,780000,1500000,1500000,4
Public Utilities Fund,Public Utilities Water Distribution,Interfund Transfers In/Out Total,,,,,,,780000,780000,1500000,1500000,3
Public Utilities Fund,Public Utilities Water Distribution,Miscellaneous,Landfill Charges,,,,,,45000,45000,45000,45000,4
Public Utilities Fund,Public Utilities Water Distribution,Miscellaneous,Licenses/Dues & Publications,,,,,,5615,5615,5615,11615,4
Public Utilities Fund,Public Utilities Water Distribution,Miscellaneous,Professional Certification,,,,34000,34000,34000,34000,34000,28000,4
Public Utilities Fund,Public Utilities Water Distribution,Miscellaneous,Training & Travel & Reg,,,,28000,28000,28000,36034,36034,36034,4
Public Utilities Fund,Public Utilities Water Distribution,Miscellaneous Total,,,,,62000,62000,112615,120649,120649,120649,3
Public Utilities Fund,Public Utilities Water Distribution,Salaries and Wages,Earnings Offset,,,,-26157,,,3405,,,4
Public Utilities Fund,Public Utilities Water Distribution,Salaries and Wages,Holiday Pay,,,,7066,7066,7066,7066,7066,7066,4
Public Utilities Fund,Public Utilities Water Distribution,Salaries and Wages,Longevity,,,,41546,51185,46269,52596,54875,43529,4
Public Utilities Fund,Public Utilities Water Distribution,Salaries and Wages,Merit Increase,,,,26157,153,272,199,,,4
Public Utilities Fund,Public Utilities Water Distribution,Salaries and Wages,Range Increase,,,,173,153,272,199,,,4
Public Utilities Fund,Public Utilities Water Distribution,Salaries and Wages,Salaries-Ft,,,,3754539,4029439,3833140,3993118,4446684,4197343,4
Public Utilities Fund,Public Utilities Water Distribution,Salaries and Wages,Salaries-Ot For Ft Staff,,,,436736,436736,436736,436736,436736,436736,4
Public Utilities Fund,Public Utilities Water Distribution,Salaries and Wages,Salary Reserve,,,,,,,60474,60474,60474,4
Public Utilities Fund,Public Utilities Water Distribution,Salaries and Wages Total,,,,,4240060,4524732,4323755,4553793,5005835,4745148,3
Public Utilities Fund,Public Utilities Water Distribution T,,,,,,7497785,7978770,9247177,9710131,11952517,11366061,2
Public Utilities Fund,Public Utilities Water Plant,Capital Equipment,Capital Equipment-Other,,,,603458,351982,226075,225100,165100,165100,4
Public Utilities Fund,Public Utilities Water Plant,Capital Equipment,Lab&Test Equip,,,,279000,,48000,41000,35000,35000,4
Public Utilities Fund,Public Utilities Water Plant,Capital Equipment,Milled Machinery >$5K PUD,,,,10000,10000,10000,10000,10000,10000,4
Public Utilities Fund,Public Utilities Water Plant,Capital Equipment,Motor Vehicle Access/Upfit,,,,35000,45000,45000,45000,45000,45000,4
Public Utilities Fund,Public Utilities Water Plant,Capital Equipment,Shop Tools & Equip,,,,,,,,3000,3000,4
Public Utilities Fund,Public Utilities Water Plant,Capital Equipment Total,,,,,927458,406982,329075,321100,258100,258100,3
Public Utilities Fund,Public Utilities Water Plant,Direct Expenses,Annual Maint Agreements,,,,85000,85000,85000,85000,85000,85000,4
Public Utilities Fund,Public Utilities Water Plant,Direct Expenses,Cellular/Wireless Voice Lines,,,,3600,3600,3600,3600,3600,3600,4
Public Utilities Fund,Public Utilities Water Plant,Direct Expenses,Chemicals,,,,5592996,5430936,5508843,4558843,4563343,4563343,4
Public Utilities Fund,Public Utilities Water Plant,Direct Expenses,Computer Lease,,,,25080,22075,18549,18346,18350,17683,4
Public Utilities Fund,Public Utilities Water Plant,Direct Expenses,Computer Operatingions & Access,,,,8600,8600,8600,9000,15000,33000,4
Public Utilities Fund,Public Utilities Water Plant,Direct Expenses,Contractual Svcs-Other,,,,706050,1006050,1006050,1003050,1003050,1036550,4
Public Utilities Fund,Public Utilities Water Plant,Direct Expenses,Electric Service,,,,4093573,4093573,4093573,3793573,3793573,3793573,4
Public Utilities Fund,Public Utilities Water Plant,Direct Expenses,Equipment Usage Charge,,,,131366,86664,67564,76264,105484,133979,4
Public Utilities Fund,Public Utilities Water Plant,Direct Expenses,Lease-Equipment,,,,6034,6034,6034,6034,6034,6034,4
Public Utilities Fund,Public Utilities Water Plant,Direct Expenses,Milled Machinery < $5K PUD,,,,10000,10000,10000,10000,10000,10000,4
Public Utilities Fund,Public Utilities Water Plant,Direct Expenses,Motor Fuel/Lub for Equip Use,,,,,,,405111,365111,365111,4
Public Utilities Fund,Public Utilities Water Plant,Direct Expenses,Motor Fuels & Lubricants,,,,111890,521840,521840,116749,101049,84176,4
Public Utilities Fund,Public Utilities Water Plant,Direct Expenses,Natural Gas Svc,,,,,,500,500,40500,40500,4
Public Utilities Fund,Public Utilities Water Plant,Direct Expenses,Office Supplies,,,,23900,23900,23900,23900,23900,23900,4
Public Utilities Fund,Public Utilities Water Plant,Direct Expenses,Operatingional & Maint Supplies,,,,530000,540000,585800,685800,775050,775050,4
Public Utilities Fund,Public Utilities Water Plant,Direct Expenses,Print Copy-Rmb,,,,11450,11450,11450,11450,13450,13450,4
Public Utilities Fund,Public Utilities Water Plant,Direct Expenses,Professional Svcs-Other,,,,12000,12000,12000,12000,12000,12000,4
Public Utilities Fund,Public Utilities Water Plant,Direct Expenses,Rental-Equipment,,,,113500,113500,113500,113500,115500,115500,4
Public Utilities Fund,Public Utilities Water Plant,Direct Expenses,Repairs-Bldg/Structure,,,,127000,127000,127000,127000,137000,137000,4
Public Utilities Fund,Public Utilities Water Plant,Direct Expenses,Repairs-Office Equip,,,,1120,1120,1120,1120,1120,1120,4
Public Utilities Fund,Public Utilities Water Plant,Direct Expenses,Repairs-Other Equip,,,,560000,570000,570000,570000,590000,590000,4
Public Utilities Fund,Public Utilities Water Plant,Direct Expenses,Rsv-Wide Area Network,,,,11858,11858,11384,12811,12811,10403,4
Public Utilities Fund,Public Utilities Water Plant,Direct Expenses,Service Contracts-Other,,,,908900,908900,908900,910900,915900,915900,4
Public Utilities Fund,Public Utilities Water Plant,Direct Expenses,Small Equipment,,,,137550,140550,94750,103725,103725,103725,4
Public Utilities Fund,Public Utilities Water Plant,Direct Expenses,Uniforms,,,,33600,33600,33600,23525,23525,23525,4
Public Utilities Fund,Public Utilities Water Plant,Direct Expenses,Vehicle Maint & Operatingion,,,,119600,126100,126100,126100,152100,152100,4
Public Utilities Fund,Public Utilities Water Plant,Direct Expenses,Wan Data Line,,,,18792,18792,18792,33264,20700,20700,4
Public Utilities Fund,Public Utilities Water Plant,Direct Expenses,Waste Removal Service,,,,350000,350000,350000,350000,350000,350000,4
Public Utilities Fund,Public Utilities Water Plant,Direct Expenses Total,,,,,13733459,14263142,14318449,13191165,13356875,13416922,3
Public Utilities Fund,Public Utilities Water Plant,Employee Benefits,457 Plan Offset,,,,-27496,,,,,,4
