LEVEL1,LEVEL2,LEVEL3,LEVEL4,TOOLTIP,SOURCE,SOURCE URL,2012,2013,2014,2015,2016,2017,LEVEL
Public Utilities Fund,Public UtilitiesWater Plant,Process/Oper-Pub Util,Direct Expenses,,,,"7,797,369","7,569,110","7,627,315","6,512,378","6,492,463","6,493,832",4
Public Utilities Fund,Public UtilitiesWater Plant,Process/Oper-Pub Util,Employee Benefits,,,,"324,927","257,451","205,016","181,452","185,245","204,589",4
Public Utilities Fund,Public UtilitiesWater Plant,Process/Oper-Pub Util,Miscellaneous,,,,"36,000","36,000","36,000","36,000","36,000","36,000",4
Public Utilities Fund,Public UtilitiesWater Plant,Process/Oper-Pub Util,Other Expense,,,,"800,000","800,000","800,000","800,000","800,000","950,000",4
Public Utilities Fund,Public UtilitiesWater Plant,Process/Oper-Pub Util,Salaries and Wages,,,,"1,077,993","799,859","658,054","617,181","647,339","654,165",4
Public Utilities Fund,Public UtilitiesWater Plant,Process/Oper-Pub Util Total,,,,,"10,091,289","9,517,420","9,337,960","8,157,611","8,171,647","8,349,186",3
Public Utilities Fund,Public UtilitiesWater Plant,Pud-DEB WTP Admin,Capital Equipment,,,,"171,500","144,500","80,500","80,500","80,500","80,500",4
Public Utilities Fund,Public UtilitiesWater Plant,Pud-DEB WTP Admin,Direct Expenses,,,,"2,621,687","2,745,173","2,741,075","2,575,549","2,632,678","2,654,703",4
Public Utilities Fund,Public UtilitiesWater Plant,Pud-DEB WTP Admin,Employee Benefits,,,,"239,902","291,854","300,955","370,597","78,151","85,484",4
Public Utilities Fund,Public UtilitiesWater Plant,Pud-DEB WTP Admin,Miscellaneous,,,,"22,000","22,000","22,000","22,000","22,000","22,000",4
Public Utilities Fund,Public UtilitiesWater Plant,Pud-DEB WTP Admin,Salaries and Wages,,,,"801,310","890,776","951,861","1,076,178","293,111","300,497",4
Public Utilities Fund,Public UtilitiesWater Plant,Pud-DEB WTP Admin Total,,,,,"3,856,399","4,094,303","4,096,391","4,124,824","3,106,440","3,143,185",3
Public Utilities Fund,Public UtilitiesWater Plant,PUD-Remote Water Quality,Capital Equipment,,,,,"30,524","90,000","90,000","30,000","30,000",4
Public Utilities Fund,Public UtilitiesWater Plant,PUD-Remote Water Quality,Direct Expenses,,,,,"88,672","91,772","130,566","149,317","141,620",4
Public Utilities Fund,Public UtilitiesWater Plant,PUD-Remote Water Quality,Employee Benefits,,,,,"85,802","95,011","113,404","113,967","118,131",4
Public Utilities Fund,Public UtilitiesWater Plant,PUD-Remote Water Quality,Salaries and Wages,,,,,"239,987","295,877","312,672","349,015","346,372",4
Public Utilities Fund,Public UtilitiesWater Plant,PUD-Remote Water Quality Total,,,,,,"444,985","572,660","646,642","642,299","636,123",3
Public Utilities Fund,Public UtilitiesWater Plant,Sludge Disp-Pub Util,Capital Equipment,,,,"104,458","104,458","46,000","46,000","46,000","46,000",4
Public Utilities Fund,Public UtilitiesWater Plant,Sludge Disp-Pub Util,Direct Expenses,,,,"527,837","507,621","549,407","555,149","556,188","555,457",4
Public Utilities Fund,Public UtilitiesWater Plant,Sludge Disp-Pub Util,Employee Benefits,,,,"93,156","98,664","92,581","109,691","101,740","112,618",4
Public Utilities Fund,Public UtilitiesWater Plant,Sludge Disp-Pub Util,Miscellaneous,,,,"10,000","10,000","10,000","10,000","10,000","10,000",4
Public Utilities Fund,Public UtilitiesWater Plant,Sludge Disp-Pub Util,Salaries and Wages,,,,"309,776","294,847","305,428","319,679","287,098","306,304",4
Public Utilities Fund,Public UtilitiesWater Plant,Sludge Disp-Pub Util Total,,,,,"1,045,227","1,015,590","1,003,416","1,040,519","1,001,026","1,030,378",3
Public Utilities Fund,Public UtilitiesWater Plant,Supervision-Pub Util,Direct Expenses,,,,"167,230","173,387","159,887","153,939","162,927","158,574",4
Public Utilities Fund,Public UtilitiesWater Plant,Supervision-Pub Util,Employee Benefits,,,,"177,888","181,577","221,151","221,747","216,904","245,651",4
Public Utilities Fund,Public UtilitiesWater Plant,Supervision-Pub Util,Miscellaneous,,,,"20,000","20,000","20,000","20,000","20,000","20,000",4
Public Utilities Fund,Public UtilitiesWater Plant,Supervision-Pub Util,Salaries and Wages,,,,"700,620","636,736","794,375","763,864","745,202","772,768",4
Public Utilities Fund,Public UtilitiesWater Plant,Supervision-Pub Util Total,,,,,"1,065,738","1,011,700","1,195,413","1,159,550","1,145,033","1,196,993",3
Public Utilities Fund,Public UtilitiesWater Plant Total,,,,,,"20,996,791","21,182,702","21,307,613","20,207,593","20,802,267","21,390,376",2
Public Utilities Fund,Public Utilities Admin,Adm-Public Utilities,Capital Equipment,,,,"17,500","17,500","17,500","17,500","17,500","17,500",4
Public Utilities Fund,Public Utilities Admin,Adm-Public Utilities,Direct Expenses,,,,"2,229,365","2,001,778","2,670,456","2,666,037","2,669,650","2,433,944",4
Public Utilities Fund,Public Utilities Admin,Adm-Public Utilities,Employee Benefits,,,,"544,130","417,935","549,351","521,487","357,499","414,229",4
Public Utilities Fund,Public Utilities Admin,Adm-Public Utilities,Interfund Transfers In/Out,,,,"15,230","15,230","15,230","15,230","15,230",,4
Public Utilities Fund,Public Utilities Admin,Adm-Public Utilities,Miscellaneous,,,,"809,000","781,500","838,500","838,500","848,500","581,500",4
Public Utilities Fund,Public Utilities Admin,Adm-Public Utilities,Salaries and Wages,,,,"2,268,394","1,678,582","2,087,681","2,062,804","1,487,190","2,613,661",4
Public Utilities Fund,Public Utilities Admin,Adm-Public Utilities Total,,,,,"5,883,619","4,912,525","6,178,718","6,121,558","5,395,569","6,060,834",3
Public Utilities Fund,Public Utilities Admin,Dev & Planning Review-PU,Direct Expenses,,,,,,,,"1,000",,4
Public Utilities Fund,Public Utilities Admin,Dev & Planning Review-PU,Miscellaneous,,,,,,,,"5,000",,4
Public Utilities Fund,Public Utilities Admin,Dev & Planning Review-Public UtilitiesTotal,,,,,,,,,"6,000",,3
Public Utilities Fund,Public Utilities Admin,Employee Development,Direct Expenses,,,,,"31,500","31,500","46,766","150,419","155,065",4
Public Utilities Fund,Public Utilities Admin,Employee Development,Employee Benefits,,,,,"32,918","43,451","41,878","113,109","125,008",4
Public Utilities Fund,Public Utilities Admin,Employee Development,Miscellaneous,,,,,"195,000","195,000","155,000","158,000","170,000",4
Public Utilities Fund,Public Utilities Admin,Employee Development,Salaries and Wages,,,,,"120,854","155,631","160,493","389,572","407,109",4
Public Utilities Fund,Public Utilities Admin,Employee Development Total,,,,,,"380,272","425,582","404,137","811,100","857,182",3
Public Utilities Fund,Public Utilities Admin,Employee Gain Sharing,Direct Expenses,,,,"15,000","15,000","15,000","15,000","15,000","15,000",4
Public Utilities Fund,Public Utilities Admin,Employee Gain Sharing Total,,,,,"15,000","15,000","15,000","15,000","15,000","15,000",3
Public Utilities Fund,Public Utilities Admin,Marketing & Communication-PU,Direct Expenses,,,,,,,,"14,900","17,650",4
Public Utilities Fund,Public Utilities Admin,Marketing & Communication-PU,Employee Benefits,,,,,,,,"32,170","37,559",4
Public Utilities Fund,Public Utilities Admin,Marketing & Communication-PU,Miscellaneous,,,,,,,,"1,500","23,500",4
Public Utilities Fund,Public Utilities Admin,Marketing & Communication-PU,Salaries and Wages,,,,,,,,"134,811","138,988",4
Public Utilities Fund,Public Utilities Admin,Marketing & Communication-Public UtilitiesTotal,,,,,,,,,"183,381","217,697",3
Public Utilities Fund,Public Utilities Admin,Non-Program Revenues,Interfund Transfers In/Out,,,,,,,"5,000","5,000","20,230",4
Public Utilities Fund,Public Utilities Admin,Non-Program Revenues,Other Expense,,,,,,,"5,000","5,000","5,000",4
Public Utilities Fund,Public Utilities Admin,Non-Program Revenues Total,,,,,,,,"10,000","10,000","25,230",3
Public Utilities Fund,Public Utilities Admin,PUD-Environmental Mgmt.,Direct Expenses,,,,,,,"22,545","19,582","27,089",4
Public Utilities Fund,Public Utilities Admin,PUD-Environmental Mgmt.,Employee Benefits,,,,,"107,551","108,020","109,784","113,111","120,832",4
Public Utilities Fund,Public Utilities Admin,PUD-Environmental Mgmt.,Miscellaneous,,,,,,,,,"8,500",4
Public Utilities Fund,Public Utilities Admin,PUD-Environmental Mgmt.,Salaries and Wages,,,,,"369,153","380,564","376,312","414,014","414,021",4
Public Utilities Fund,Public Utilities Admin,PUD-Environmental Mgmt. Total,,,,,,"476,704","488,584","508,641","546,707","570,442",3
Public Utilities Fund,Public Utilities Admin,PUD-Regulatory Affair & Enforc,Direct Expenses,,,,,,,"6,942","4,309","4,359",4
Public Utilities Fund,Public Utilities Admin,PUD-Regulatory Affair & Enforc,Employee Benefits,,,,,"47,528","47,913","61,938","66,469","62,985",4
Public Utilities Fund,Public Utilities Admin,PUD-Regulatory Affair & Enforc,Miscellaneous,,,,,,,,"3,000","8,400",4
Public Utilities Fund,Public Utilities Admin,PUD-Regulatory Affair & Enforc,Salaries and Wages,,,,,"177,331","181,686","231,033","248,239","230,344",4
Public Utilities Fund,Public Utilities Admin,PUD-Regulatory Affair & Enforc Total,,,,,,"224,859","229,599","299,913","322,017","306,089",3
Public Utilities Fund,Public Utilities Admin,PUD-Technology Application Grp,Direct Expenses,,,,,,,"237,500","312,500","335,625",4
Public Utilities Fund,Public Utilities Admin,PUD-Technology Application Grp,Employee Benefits,,,,,,,"40,952","54,729","77,588",4
Public Utilities Fund,Public Utilities Admin,PUD-Technology Application Grp,Miscellaneous,,,,,,,"25,000","35,000","35,000",4
Public Utilities Fund,Public Utilities Admin,PUD-Technology Application Grp,Salaries and Wages,,,,,,,"145,945","190,293","218,913",4
Public Utilities Fund,Public Utilities Admin,PUD-Technology Application Grp Total,,,,,,,,"449,397","592,522","667,126",3
Public Utilities Fund,Public Utilities Admin Total,,,,,,"5,898,619","6,009,360","7,337,483","7,808,646","7,882,296","8,719,600",2
Public Utilities Fund,Public Utilities-Spec Appropri,Heater Utility Reimb,Direct Expenses,,,,"144,000","144,000","144,000",,,,4
Public Utilities Fund,Public Utilities-Spec Appropri,Heater Utility Reimb Total,,,,,"144,000","144,000","144,000",,,,3
Public Utilities Fund,Public Utilities-Spec Appropri,Lower Neuse Basin Assoc,Other Expense,,,,"85,000","85,000","135,000","135,000","135,000","135,000",4
Public Utilities Fund,Public Utilities-Spec Appropri,Lower Neuse Basin Assoc Total,,,,,"85,000","85,000","135,000","135,000","135,000","135,000",3
Public Utilities Fund,Public Utilities-Spec Appropri,Reimbursement Contracts,Capital Project Expense,,,,"10,000","10,000","10,000","10,000","10,000","10,000",4
Public Utilities Fund,Public Utilities-Spec Appropri,Reimbursement Contracts Total,,,,,"10,000","10,000","10,000","10,000","10,000","10,000",3
Public Utilities Fund,Public Utilities-Spec Appropri,Residential Backflow Loan Prog,Direct Expenses,,,,"6,000","6,000","6,000","6,000","6,000","6,000",4
Public Utilities Fund,Public Utilities-Spec Appropri,Residential Backflow Loan Prog Total,,,,,"6,000","6,000","6,000","6,000","6,000","6,000",3
Public Utilities Fund,Public Utilities-Spec Appropri,Special Approp-Utilities,Capital Equipment,,,,,"400,000",,,,,4
Public Utilities Fund,Public Utilities-Spec Appropri,Special Approp-Utilities,Direct Expenses,,,,"10,906,571","10,110,099","8,694,305","19,896,000","6,309,991","8,650,746",4
Public Utilities Fund,Public Utilities-Spec Appropri,Special Approp-Utilities,Employee Benefits,,,,"2,492,376","2,064,438","2,227,903","2,328,822","2,222,035","2,228,506",4
Public Utilities Fund,Public Utilities-Spec Appropri,Special Approp-Utilities,Interfund Transfers In/Out,,,,"78,407,005","95,737,174","98,719,401","94,950,600","132,944,393","123,426,143",4
Public Utilities Fund,Public Utilities-Spec Appropri,Special Approp-Utilities,Miscellaneous,,,,"700,000","500,000","500,000",,,,4
Public Utilities Fund,Public Utilities-Spec Appropri,Special Approp-Utilities,Other Expense,,,,"2,735,084","3,015,939","2,440,814","2,356,280","2,397,431","2,190,792",4
Public Utilities Fund,Public Utilities-Spec Appropri,Special Approp-Utilities,Salaries and Wages,,,,,,,"900,000","900,000","900,000",4
Public Utilities Fund,Public Utilities-Spec Appropri,Special Approp-Utilities Total,,,,,"95,241,036","111,827,650","112,582,423","120,431,702","144,773,850","137,396,187",3
Public Utilities Fund,Public Utilities-Spec Appropri,Upper Neuse Basin Assoc,Other Expense,,,,"44,000","80,000","120,000","120,000","120,000","120,000",4
Public Utilities Fund,Public Utilities-Spec Appropri,Upper Neuse Basin Assoc Total,,,,,"44,000","80,000","120,000","120,000","120,000","120,000",3
Public Utilities Fund,Public Utilities-Spec Appropri Total,,,,,,"95,530,036","112,152,650","112,997,423","120,702,702","145,044,850","137,667,187",2
Public Utilities Fund,Resource Recovery,DEB Wrenn Rd Spray Irrigation,Capital Equipment,,,,,,,"3,000",,,4
Public Utilities Fund,Resource Recovery,DEB Wrenn Rd Spray Irrigation,Direct Expenses,,,,,,"184,900","182,436","5,090",,4
Public Utilities Fund,Resource Recovery,DEB Wrenn Rd Spray Irrigation,Employee Benefits,,,,,,"62,110","69,569",,,4
Public Utilities Fund,Resource Recovery,DEB Wrenn Rd Spray Irrigation,Miscellaneous,,,,,,"2,000","2,000",,,4
Public Utilities Fund,Resource Recovery,DEB Wrenn Rd Spray Irrigation,Salaries and Wages,,,,,,"191,660","197,240",,,4
Public Utilities Fund,Resource Recovery,DEB Wrenn Rd Spray Irrigation Total,,,,,,,"440,670","454,245","5,090",,3
Public Utilities Fund,Resource Recovery,Laboratories-Pub Util,Capital Equipment,,,,"83,000","83,000","83,000","81,000","25,000",,4
Public Utilities Fund,Resource Recovery,Laboratories-Pub Util,Direct Expenses,,,,"183,755","183,755","305,637","277,898","299,126",,4
Public Utilities Fund,Resource Recovery,Laboratories-Pub Util,Employee Benefits,,,,"99,551","106,920","150,178","161,648","166,439",,4
Public Utilities Fund,Resource Recovery,Laboratories-Pub Util,Miscellaneous,,,,"6,000","6,000","6,000",,,,4
Public Utilities Fund,Resource Recovery,Laboratories-Pub Util,Salaries and Wages,,,,"378,565","389,502","507,138","571,857","584,103",,4
Public Utilities Fund,Resource Recovery,Laboratories-Pub Util Total,,,,,"750,871","769,177","1,051,953","1,092,403","1,074,668",,3
Public Utilities Fund,Resource Recovery,Plant Maintenance-Pub Util,Capital Equipment,,,,"87,000","62,000","62,000","97,000","87,000",,4
Public Utilities Fund,Resource Recovery,Plant Maintenance-Pub Util,Direct Expenses,,,,"1,423,174","1,338,031","1,323,871","1,476,900","1,467,804",,4
Public Utilities Fund,Resource Recovery,Plant Maintenance-Pub Util,Employee Benefits,,,,"190,605","208,578","309,789","262,038","287,055",,4
Public Utilities Fund,Resource Recovery,Plant Maintenance-Pub Util,Salaries and Wages,,,,"684,975","730,913","1,043,579","893,177","965,104",,4
Public Utilities Fund,Resource Recovery,Plant Maintenance-Pub Util Total,,,,,"2,385,754","2,339,522","2,739,239","2,729,115","2,806,963",,3
Public Utilities Fund,Resource Recovery,Process/Oper-Pub Util,Direct Expenses,,,,"6,264,153","6,163,781","6,137,306","6,115,294","5,985,636",,4
Public Utilities Fund,Resource Recovery,Process/Oper-Pub Util,Employee Benefits,,,,"265,784","295,180","271,068","301,636","305,267",,4
Public Utilities Fund,Resource Recovery,Process/Oper-Pub Util,Miscellaneous,,,,"200,000","200,000","190,000","190,000","205,033",,4
Public Utilities Fund,Resource Recovery,Process/Oper-Pub Util,Salaries and Wages,,,,"953,219","958,791","979,680","1,004,202","1,025,275",,4
Public Utilities Fund,Resource Recovery,Process/Oper-Pub Util Total,,,,,"7,683,156","7,617,752","7,578,054","7,611,132","7,521,211",,3
Public Utilities Fund,Resource Recovery,PUD-Regulatory Affair & Enforc,Direct Expenses,,,,,,"12,000","22,000","40,000",,4
Public Utilities Fund,Resource Recovery,PUD-Regulatory Affair & Enforc,Employee Benefits,,,,,,"26,512","25,554","25,788",,4
Public Utilities Fund,Resource Recovery,PUD-Regulatory Affair & Enforc,Miscellaneous,,,,,,"10,000","10,000","10,000",,4
Public Utilities Fund,Resource Recovery,PUD-Regulatory Affair & Enforc,Salaries and Wages,,,,,,"87,046","89,760","91,407",,4
Public Utilities Fund,Resource Recovery,PUD-Regulatory Affair & Enforc Total,,,,,,,"135,558","147,314","167,195",,3
Public Utilities Fund,Resource Recovery,Pud-Wf Smith Crk Wwtp,Capital Equipment,,,,,,"10,000","5,000","5,000",,4
Public Utilities Fund,Resource Recovery,Pud-Wf Smith Crk Wwtp,Direct Expenses,,,,"469,675","478,113","458,613","456,704","450,692",,4
Public Utilities Fund,Resource Recovery,Pud-Wf Smith Crk Wwtp,Employee Benefits,,,,"142,088","135,067","98,777","103,824","95,760",,4
Public Utilities Fund,Resource Recovery,Pud-Wf Smith Crk Wwtp,Miscellaneous,,,,"13,500","13,500","13,500","1,500","1,500",,4
Public Utilities Fund,Resource Recovery,Pud-Wf Smith Crk Wwtp,Salaries and Wages,,,,"507,267","472,554","298,514","308,226","304,766",,4
Public Utilities Fund,Resource Recovery,Pud-Wf Smith Crk Wwtp Total,,,,,"1,132,530","1,099,234","879,404","875,254","857,718",,3
Public Utilities Fund,Resource Recovery,Pud-Zebulon Little Crk Wwtp,Capital Equipment,,,,"5,000","5,000","5,000","5,000","5,000",,4
Public Utilities Fund,Resource Recovery,Pud-Zebulon Little Crk Wwtp,Direct Expenses,,,,"378,536","367,529","361,529","360,682","377,646",,4
Public Utilities Fund,Resource Recovery,Pud-Zebulon Little Crk Wwtp,Employee Benefits,,,,"83,551","100,967","70,404","73,273","76,912",,4
Public Utilities Fund,Resource Recovery,Pud-Zebulon Little Crk Wwtp,Miscellaneous,,,,"14,500","14,500","14,500","6,000","6,000",,4
Public Utilities Fund,Resource Recovery,Pud-Zebulon Little Crk Wwtp,Salaries and Wages,,,,"308,154","334,260","253,525","261,118","275,738",,4
Public Utilities Fund,Resource Recovery,Pud-Zebulon Little Crk Wwtp Total,,,,,"789,741","822,256","704,958","706,073","741,296",,3
Public Utilities Fund,Resource Recovery,Remote Facility Maint-Pu,Capital Equipment,,,,"122,500","122,500","120,000","45,000","37,500",,4
Public Utilities Fund,Resource Recovery,Remote Facility Maint-Pu,Direct Expenses,,,,"1,900,240","1,780,268","1,740,168","1,938,468","2,512,411",,4
Public Utilities Fund,Resource Recovery,Remote Facility Maint-Pu,Employee Benefits,,,,"370,467","394,795","360,509","349,139","355,040",,4
Public Utilities Fund,Resource Recovery,Remote Facility Maint-Pu,Salaries and Wages,,,,"1,369,927","1,322,305","1,226,278","1,238,124","1,274,432",,4
Public Utilities Fund,Resource Recovery,Remote Facility Maint-Public UtilitiesTotal,,,,,"3,763,134","3,619,868","3,446,955","3,570,731","4,179,383",,3
Public Utilities Fund,Resource Recovery,Sludge Disp-Pub Util,Capital Equipment,,,,,,"12,500","12,500","12,500",,4
Public Utilities Fund,Resource Recovery,Sludge Disp-Pub Util,Direct Expenses,,,,,,"2,700,212","2,391,612","2,499,017",,4
Public Utilities Fund,Resource Recovery,Sludge Disp-Pub Util,Employee Benefits,,,,,,"208,723","204,871","215,746",,4
Public Utilities Fund,Resource Recovery,Sludge Disp-Pub Util,Miscellaneous,,,,,,"26,500","26,500","56,773",,4
Public Utilities Fund,Resource Recovery,Sludge Disp-Pub Util,Salaries and Wages,,,,,,"683,308","659,486","718,620",,4
Public Utilities Fund,Resource Recovery,Sludge Disp-Pub Util Total,,,,,,,"3,631,243","3,294,969","3,502,656",,3
Public Utilities Fund,Resource Recovery,Supervision-Pub Util,Capital Equipment,,,,,,,"5,000","5,000",,4
Public Utilities Fund,Resource Recovery,Supervision-Pub Util,Direct Expenses,,,,"197,627","129,609","505,218","294,248","405,091",,4
Public Utilities Fund,Resource Recovery,Supervision-Pub Util,Employee Benefits,,,,"96,761","100,990","176,249","172,206","175,132",,4
Public Utilities Fund,Resource Recovery,Supervision-Pub Util,Miscellaneous,,,,"32,500","32,500","64,000","118,500","118,500",,4
Public Utilities Fund,Resource Recovery,Supervision-Pub Util,Salaries and Wages,,,,"352,166","364,792","681,196","680,341","696,532",,4
Public Utilities Fund,Resource Recovery,Supervision-Pub Util Total,,,,,"679,054","627,891","1,426,663","1,270,295","1,400,255",,3
Public Utilities Fund,Resource Recovery Total,,,,,,"17,184,240","16,895,700","22,034,697","21,751,531","22,256,435",,2
Public Utilities Fund Total,,,,,,,"174,313,657","190,120,425","199,092,077","207,656,634","237,995,864","234,042,515",1
Rcc/Pac Debt Svc Fund,Treasury Office,Convention Ctr Debt Svc,Capital Project Expense,,,,"9,481,430","9,481,430","9,527,071","16,819,000","16,834,000","16,865,032",4
Rcc/Pac Debt Svc Fund,Treasury Office,Convention Ctr Debt Svc,Direct Expenses,,,,"2,021,500","1,591,500","1,591,500","1,591,000","1,590,920","1,643,500",4
Rcc/Pac Debt Svc Fund,Treasury Office,Convention Ctr Debt Svc Total,,,,,"11,502,930","11,072,930","11,118,571","18,410,000","18,424,920","18,508,532",3
Rcc/Pac Debt Svc Fund,Treasury Office,Non Program Expenditures,Capital Project Expense,,,,,"93,240","80,399","73,000","73,000",,4
Rcc/Pac Debt Svc Fund,Treasury Office,Non Program Expenditures Total,,,,,,"93,240","80,399","73,000","73,000",,3
Rcc/Pac Debt Svc Fund,Treasury Office Total,,,,,,"11,502,930","11,166,170","11,198,970","18,483,000","18,497,920","18,508,532",2
Rcc/Pac Debt Svc Fund Total,,,,,,,"11,502,930","11,166,170","11,198,970","18,483,000","18,497,920","18,508,532",1
RCC/PAC Operations Fund,Performing Arts Center,Administrative,Direct Expenses,,,,,"20,559","18,734","18,715","15,605","15,530",4
RCC/PAC Operations Fund,Performing Arts Center,Administrative,Employee Benefits,,,,,"168,945","175,273","104,575","169,801","188,818",4
RCC/PAC Operations Fund,Performing Arts Center,Administrative,Interfund Transfers In/Out,,,,,"549,781","607,999","101,141","98,307","100,798",4
RCC/PAC Operations Fund,Performing Arts Center,Administrative,Miscellaneous,,,,,"7,626","7,940","8,560","8,590","8,590",4
RCC/PAC Operations Fund,Performing Arts Center,Administrative,Other Expense,,,,,"93,769","115,515","108,155","105,453","106,718",4
RCC/PAC Operations Fund,Performing Arts Center,Administrative,Salaries and Wages,,,,,"289,311","297,891","334,732","329,673","351,680",4
RCC/PAC Operations Fund,Performing Arts Center,Administrative Total,,,,,,"1,129,991","1,223,352","675,878","727,429","772,134",3
RCC/PAC Operations Fund,Performing Arts Center,Performing Arts Center,Capital Equipment,,,,"10,000","10,000","10,000","10,000","10,000","10,000",4
RCC/PAC Operations Fund,Performing Arts Center,Performing Arts Center,Direct Expenses,,,,"1,013,013","963,852","989,917","977,396","928,720","940,120",4
RCC/PAC Operations Fund,Performing Arts Center,Performing Arts Center,Employee Benefits,,,,"448,049","460,241","513,149","532,434","555,925","617,058",4
RCC/PAC Operations Fund,Performing Arts Center,Performing Arts Center,Interfund Transfers In/Out,,,,"33,000","637,930","523,666","589,141","619,494","543,457",4
RCC/PAC Operations Fund,Performing Arts Center,Performing Arts Center,Miscellaneous,,,,"23,700","20,800","20,800","22,800","42,251","92,250",4
RCC/PAC Operations Fund,Performing Arts Center,Performing Arts Center,Other Expense,,,,"856,725","886,390","1,043,970","1,797,537","2,182,199","1,652,200",4
RCC/PAC Operations Fund,Performing Arts Center,Performing Arts Center,Salaries and Wages,,,,"2,250,913","2,144,189","2,227,466","2,306,529","2,350,044","2,393,965",4
RCC/PAC Operations Fund,Performing Arts Center,Performing Arts Center Total,,,,,"4,635,400","5,123,402","5,328,968","6,235,837","6,688,633","6,249,050",3
RCC/PAC Operations Fund,Performing Arts Center Total,,,,,,"4,635,400","6,253,393","6,552,320","6,911,715","7,416,062","7,021,184",2
RCC/PAC Operations Fund,RCC Downtown Amphitheatre,Administrative,Direct Expenses,,,,,"6,631","5,269","4,954","5,445","4,720",4
RCC/PAC Operations Fund,RCC Downtown Amphitheatre,Administrative,Employee Benefits,,,,,"54,503","39,286","24,175","37,440","39,043",4
RCC/PAC Operations Fund,RCC Downtown Amphitheatre,Administrative,Interfund Transfers In/Out,,,,,"29,607","42,468","26,772","26,023","25,921",4
RCC/PAC Operations Fund,RCC Downtown Amphitheatre,Administrative,Miscellaneous,,,,,"2,460","2,205","1,710",500,500,4
RCC/PAC Operations Fund,RCC Downtown Amphitheatre,Administrative,Other Expense,,,,,"30,248","32,489","28,629","27,914","27,440",4
RCC/PAC Operations Fund,RCC Downtown Amphitheatre,Administrative,Salaries and Wages,,,,,"93,327","87,172","86,219","88,114","91,337",4
RCC/PAC Operations Fund,RCC Downtown Amphitheatre,Administrative Total,,,,,,"216,776","208,889","172,459","185,436","188,961",3
RCC/PAC Operations Fund,RCC Downtown Amphitheatre,General/Fixed Costs,Direct Expenses,,,,"97,177","152,164","195,692","196,070","194,670","190,820",4
RCC/PAC Operations Fund,RCC Downtown Amphitheatre,General/Fixed Costs,Employee Benefits,,,,"55,458","76,485","62,726","52,808","66,618","64,795",4
RCC/PAC Operations Fund,RCC Downtown Amphitheatre,General/Fixed Costs,Interfund Transfers In/Out,,,,"181,346","225,088","205,165","287,109","293,072","278,443",4
RCC/PAC Operations Fund,RCC Downtown Amphitheatre,General/Fixed Costs,Miscellaneous,,,,"58,800","17,500","7,500","41,100","77,720","79,220",4
RCC/PAC Operations Fund,RCC Downtown Amphitheatre,General/Fixed Costs,Other Expense,,,,"454,000","481,000","586,000","753,064","1,298,000","872,000",4
RCC/PAC Operations Fund,RCC Downtown Amphitheatre,General/Fixed Costs,Salaries and Wages,,,,"306,924","250,457","224,617","194,804","258,053","240,236",4
RCC/PAC Operations Fund,RCC Downtown Amphitheatre,General/Fixed Costs Total,,,,,"1,153,705","1,202,694","1,281,700","1,524,955","2,188,133","1,725,514",3
RCC/PAC Operations Fund,RCC Downtown Amphitheatre Total,,,,,,"1,153,705","1,419,470","1,490,589","1,697,414","2,373,569","1,914,475",2
RCC/PAC Operations Fund,RCC Facility,Administrative,Direct Expenses,,,,,"39,130","37,530","34,540","30,885","30,754",4
RCC/PAC Operations Fund,RCC Facility,Administrative,Employee Benefits,,,,,"321,548","344,992","216,756","330,395","350,704",4
RCC/PAC Operations Fund,RCC Facility,Administrative,Interfund Transfers In/Out,,,,,"174,680","278,404","169,559","164,808","161,278",4
RCC/PAC Operations Fund,RCC Facility,Administrative,Miscellaneous,,,,,"14,514","14,455","11,330","10,760","10,760",4
RCC/PAC Operations Fund,RCC Facility,Administrative,Other Expense,,,,,"178,464","212,981","181,321","176,789","170,748",4
RCC/PAC Operations Fund,RCC Facility,Administrative,Salaries and Wages,,,,,"550,625","557,699","575,666","565,801","578,281",4
RCC/PAC Operations Fund,RCC Facility,Administrative Total,,,,,,"1,278,961","1,446,061","1,189,172","1,279,438","1,302,525",3
RCC/PAC Operations Fund,RCC Facility,Convention Center,Capital Equipment,,,,"15,000","10,000","10,000","10,000","10,000","10,000",4
RCC/PAC Operations Fund,RCC Facility,Convention Center,Direct Expenses,,,,"2,400,852","2,268,456","2,910,761","2,967,364","2,071,838","2,524,170",4
RCC/PAC Operations Fund,RCC Facility,Convention Center,Employee Benefits,,,,"623,511","649,430","680,778","730,299","691,668","766,428",4
RCC/PAC Operations Fund,RCC Facility,Convention Center,Interfund Transfers In/Out,,,,"81,000","808,160","643,056","760,574","714,450","677,225",4
RCC/PAC Operations Fund,RCC Facility,Convention Center,Miscellaneous,,,,"25,000","25,010","25,010","30,000","42,600","42,600",4
RCC/PAC Operations Fund,RCC Facility,Convention Center,Other Expense,,,,"129,000","128,000","122,500","121,500","148,500","148,500",4
RCC/PAC Operations Fund,RCC Facility,Convention Center,Salaries and Wages,,,,"2,364,750","2,365,764","2,340,116","2,585,097","2,429,755","2,497,629",4
RCC/PAC Operations Fund,RCC Facility,Convention Center Total,,,,,"5,639,113","6,254,820","6,732,221","7,204,834","6,108,811","6,666,553",3
