LEVEL1,LEVEL2,LEVEL3,LEVEL4,TOOLTIP,SOURCE,SOURCE URL,2012,2013,2014,2015,2016,2017,LEVEL
Public Utilities Fund,Non-Departmental,Non-Program Revenues,Sewer Stub Inspection Fee,,,,,45000.00,85000.00,,,,4
Public Utilities Fund,Non-Departmental,Non-Program Revenues,Water & Sewer Svcs,,,,,566830.00,750000.00,,,,4
Public Utilities Fund,Non-Departmental,Non-Program Revenues,Water Capital Fac Chgs,,,,,412240.00,500000.00,,,,4
Public Utilities Fund,Non-Departmental,Non-Program Revenues,Water Civil Penalties (Wcpss 9,,,,,5000.00,5000.00,,,,4
Public Utilities Fund,Non-Departmental,Non-Program Revenues,Water Sewer Refunds,,,,,-250000.00,-250000.00,,,,4
Public Utilities Fund,Non-Departmental,Non-Program Revenues,Watershed Protection Revenue,,,,,1416000.00,1335000.00,,,,4
Public Utilities Fund,Non-Departmental,Non-Program Revenues Total,,,,,,24525234.00,17704008.00,,,,3
Public Utilities Fund,Non-Departmental Total,,,,,,851660.00,24525234.00,17704008.00,,,,2
Public Utilities Fund,Public Utilities Admin,Blank Program Code,Acreage Fee Reimbursements,,,,1000000.00,,,,,,4
Public Utilities Fund,Public Utilities Admin,Blank Program Code,Additional Base W/S Capacity F,,,,169204.00,,,,,,4
Public Utilities Fund,Public Utilities Admin,Blank Program Code,Approp From Prior Year,,,,5439935.00,,,,,,4
Public Utilities Fund,Public Utilities Admin,Blank Program Code,Deferred Tap Fee Int,,,,4390.00,,,,,,4
Public Utilities Fund,Public Utilities Admin,Blank Program Code,Farm Product Sales,,,,457629.00,,,,,,4
Public Utilities Fund,Public Utilities Admin,Blank Program Code,Fee In Lieu Of Construction,,,,11036.00,,,,,,4
Public Utilities Fund,Public Utilities Admin,Blank Program Code,Fr 100 For W/S Reimb,,,,455053.00,,,,,,4
Public Utilities Fund,Public Utilities Admin,Blank Program Code,Fr 260 Water & Sewer Reimburse,,,,14285.00,,,,,,4
Public Utilities Fund,Public Utilities Admin,Blank Program Code,Fr 410 For Ind Cost,,,,18875.00,,,,,,4
Public Utilities Fund,Public Utilities Admin,Blank Program Code,Fr 442 For W/S Reimb,,,,5620.00,,,,,,4
Public Utilities Fund,Public Utilities Admin,Blank Program Code,Fr 642 For W/S Reimb,,,,114400.00,,,,,,4
Public Utilities Fund,Public Utilities Admin,Blank Program Code,Gte Land Lease Pymts,,,,601959.00,,,,,,4
Public Utilities Fund,Public Utilities Admin,Blank Program Code,Impact Fees/Availability Fees-,,,,8805.00,,,,,,4
Public Utilities Fund,Public Utilities Admin,Blank Program Code,Lawn Irrigation Establish Perm,,,,6718.00,,,,,,4
Public Utilities Fund,Public Utilities Admin,Blank Program Code,Misc Water & Sewer Svc Chgs,,,,27212.00,,,,,,4
Public Utilities Fund,Public Utilities Admin,Blank Program Code,Non Resd Sewer User Charges,,,,1531424.00,,,,,,4
Public Utilities Fund,Public Utilities Admin,Blank Program Code,Non-Resd Sewer Admin Charges,,,,49206.00,,,,,,4
Public Utilities Fund,Public Utilities Admin,Blank Program Code,Non-Resd Water Admin Charges,,,,124575.00,,,,,,4
Public Utilities Fund,Public Utilities Admin,Blank Program Code,Non-Resd Water User Charges,,,,2260951.00,,,,,,4
Public Utilities Fund,Public Utilities Admin,Blank Program Code,Nutrient Reduction Fee,,,,1671632.00,,,,,,4
Public Utilities Fund,Public Utilities Admin,Blank Program Code,Nutrient Reduction Fee-Water,,,,1312081.00,,,,,,4
Public Utilities Fund,Public Utilities Admin,Blank Program Code,Outside Sewer Connections,,,,39480.00,,,,,,4
Public Utilities Fund,Public Utilities Admin,Blank Program Code,Resd Sewer Admin Charges,,,,453772.00,,,,,,4
Public Utilities Fund,Public Utilities Admin,Blank Program Code,Resd Water Admin Charges,,,,651342.00,,,,,,4
Public Utilities Fund,Public Utilities Admin,Blank Program Code,Septic Disposal Fees,,,,183455.00,,,,,,4
Public Utilities Fund,Public Utilities Admin,Blank Program Code,Sewer Capital Fac Chgs,,,,565825.00,,,,,,4
Public Utilities Fund,Public Utilities Admin,Blank Program Code,Sewer Civil Penalties (Wcpss 9,,,,10542.00,,,,,,4
Public Utilities Fund,Public Utilities Admin,Blank Program Code,Sewer Sales-Municipalities,,,,14604.00,,,,,,4
Public Utilities Fund,Public Utilities Admin,Blank Program Code,Sewer Stub Inspection Fee,,,,31516.00,,,,,,4
Public Utilities Fund,Public Utilities Admin,Blank Program Code,Sewer User Charges,,,,11022674.00,,,,,,4
Public Utilities Fund,Public Utilities Admin,Blank Program Code,Water & Sewer Clearing Acct,,,,50750.00,,,,,,4
Public Utilities Fund,Public Utilities Admin,Blank Program Code,Water & Sewer Penalties,,,,97495.00,,,,,,4
Public Utilities Fund,Public Utilities Admin,Blank Program Code,Water & Sewer Svcs,,,,724293.00,,,,,,4
Public Utilities Fund,Public Utilities Admin,Blank Program Code,Water Capacity Replacement Fee,,,,37931.00,,,,,,4
Public Utilities Fund,Public Utilities Admin,Blank Program Code,Water Capital Fac Chgs,,,,692131.00,,,,,,4
Public Utilities Fund,Public Utilities Admin,Blank Program Code,Water Civil Penalties (Wcpss 9,,,,7287.00,,,,,,4
Public Utilities Fund,Public Utilities Admin,Blank Program Code,Water Sewer Account Initiation,,,,273511.00,,,,,,4
Public Utilities Fund,Public Utilities Admin,Blank Program Code,Water Sewer Assessment,,,,24638.00,,,,,,4
Public Utilities Fund,Public Utilities Admin,Blank Program Code,Water Sewer Delinquent Bill Fe,,,,338339.00,,,,,,4
Public Utilities Fund,Public Utilities Admin,Blank Program Code,Water Sewer Refunds,,,,-274989.00,,,,,,4
Public Utilities Fund,Public Utilities Admin,Blank Program Code,Water User Charges - Tier 1,,,,9671823.00,,,,,,4
Public Utilities Fund,Public Utilities Admin,Blank Program Code,Water User Charges - Tier 2,,,,863312.00,,,,,,4
Public Utilities Fund,Public Utilities Admin,Blank Program Code,Water User Charges - Tier 3,,,,316801.00,,,,,,4
Public Utilities Fund,Public Utilities Admin,Blank Program Code Total,,,,,41081522.00,,,,,,3
Public Utilities Fund,Public Utilities Admin,Non-Program Revenues,Additional Base W/S Capacity F,,,,,50000.00,50000.00,50000.00,50000.00,50000.00,4
Public Utilities Fund,Public Utilities Admin,Non-Program Revenues,Approp From Excess Fund Bal-PU,,,,,,,4900000.00,27152829.00,18872000.00,4
Public Utilities Fund,Public Utilities Admin,Non-Program Revenues,Approp From Other Funds,,,,700000.00,,,,,,4
Public Utilities Fund,Public Utilities Admin,Non-Program Revenues,Approp From Prior Year,,,,,,,6000000.00,7312058.00,6000000.00,4
Public Utilities Fund,Public Utilities Admin,Non-Program Revenues,Deferred Tap Fee Int,,,,,,,4000.00,4000.00,4000.00,4
Public Utilities Fund,Public Utilities Admin,Non-Program Revenues,Farm Product Sales,,,,,,,250000.00,250000.00,250000.00,4
Public Utilities Fund,Public Utilities Admin,Non-Program Revenues,FOG Administrative Charge,,,,,,,,,230160.00,4
Public Utilities Fund,Public Utilities Admin,Non-Program Revenues,Fr 100 For W/S Reimb,,,,,,,688743.00,705843.00,754960.00,4
Public Utilities Fund,Public Utilities Admin,Non-Program Revenues,Fr 230 Self Insurance,,,,,,,1050000.00,331360.00,774927.00,4
Public Utilities Fund,Public Utilities Admin,Non-Program Revenues,Fr 260 Water & Sewer Reimburse,,,,,,,25821.00,29100.00,21750.00,4
Public Utilities Fund,Public Utilities Admin,Non-Program Revenues,Fr 360 for W/S Reimb,,,,,,,10000.00,21600.00,35000.00,4
Public Utilities Fund,Public Utilities Admin,Non-Program Revenues,Fr 360 Indirect Cost,,,,,,510269.00,521653.00,437609.00,447093.00,4
Public Utilities Fund,Public Utilities Admin,Non-Program Revenues,Fr 360 Solid Waste Servicesfor ,,,,,,,,,222983.00,4
Public Utilities Fund,Public Utilities Admin,Non-Program Revenues,Fr 410 for W/S Reimb,,,,,,,32563.00,32563.00,32563.00,4
Public Utilities Fund,Public Utilities Admin,Non-Program Revenues,Fr 442 For W/S Reimb,,,,,,,12500.00,14500.00,15100.00,4
Public Utilities Fund,Public Utilities Admin,Non-Program Revenues,Fr 460 Reimb Ind Costs,,,,,,477439.00,465699.00,371479.00,357956.00,4
Public Utilities Fund,Public Utilities Admin,Non-Program Revenues,Fr 642 For W/S Reimb,,,,,,,150500.00,148000.00,181000.00,4
Public Utilities Fund,Public Utilities Admin,Non-Program Revenues,Fr 736 For W/S Reimb,,,,,,,2350.00,2450.00,2450.00,4
Public Utilities Fund,Public Utilities Admin,Non-Program Revenues,Gte Land Lease Pymts,,,,,,,500000.00,500000.00,500000.00,4
Public Utilities Fund,Public Utilities Admin,Non-Program Revenues,Hydrant Meter Rentals,,,,136469.00,150000.00,250000.00,250000.00,250000.00,250000.00,4
Public Utilities Fund,Public Utilities Admin,Non-Program Revenues,Impact Fees/Availability Fees-,,,,,150000.00,875000.00,875000.00,875000.00,875000.00,4
Public Utilities Fund,Public Utilities Admin,Non-Program Revenues,Industry Sewer Surcharge,,,,667507.00,1000000.00,1000000.00,1000000.00,400000.00,400000.00,4
Public Utilities Fund,Public Utilities Admin,Non-Program Revenues,Interest On Investments,,,,,,793440.00,823200.00,1030000.00,1110000.00,4
Public Utilities Fund,Public Utilities Admin,Non-Program Revenues,Lawn Irrigation Establish Perm,,,,,,,5000.00,5000.00,5000.00,4
Public Utilities Fund,Public Utilities Admin,Non-Program Revenues,Merger Surcharge,,,,,75000.00,75000.00,75000.00,75000.00,75000.00,4
Public Utilities Fund,Public Utilities Admin,Non-Program Revenues,Misc Revenues,,,,242488.00,397600.00,397600.00,397600.00,397600.00,397600.00,4
Public Utilities Fund,Public Utilities Admin,Non-Program Revenues,Misc Water & Sewer Svc Chgs,,,,12982.00,42000.00,77000.00,77000.00,77000.00,77000.00,4
Public Utilities Fund,Public Utilities Admin,Non-Program Revenues,Non Resd Sewer User Charges,,,,16263934.00,30651919.00,34354354.00,35672363.00,38537260.00,39201922.00,4
Public Utilities Fund,Public Utilities Admin,Non-Program Revenues,Non-Resd Sewer Admin Charges,,,,437940.00,1868394.00,4182179.00,4191822.00,4294884.00,4361216.00,4
Public Utilities Fund,Public Utilities Admin,Non-Program Revenues,Non-Resd Water Admin Charges,,,,1346812.00,2096020.00,4181643.00,4198748.00,4302076.00,4365613.00,4
Public Utilities Fund,Public Utilities Admin,Non-Program Revenues,Non-Resd Water User Charges,,,,24807644.00,28263862.00,27780308.00,27617071.00,29859424.00,30406182.00,4
Public Utilities Fund,Public Utilities Admin,Non-Program Revenues,Nutrient Reduction Fee,,,,,822000.00,1622000.00,3622000.00,3622000.00,,4
Public Utilities Fund,Public Utilities Admin,Non-Program Revenues,Nutrient Reduction Fee-Water,,,,,,,3500000.00,3500000.00,,4
Public Utilities Fund,Public Utilities Admin,Non-Program Revenues,Outside Sewer Connections,,,,,20000.00,20000.00,22000.00,22000.00,22000.00,4
Public Utilities Fund,Public Utilities Admin,Non-Program Revenues,Resd Sewer Admin Charges,,,,6207554.00,8830922.00,10037337.00,10421100.00,10741307.00,10907252.00,4
Public Utilities Fund,Public Utilities Admin,Non-Program Revenues,Resd Water Admin Charges,,,,8567018.00,9176138.00,9512018.00,9882635.00,10188711.00,10347166.00,4
Public Utilities Fund,Public Utilities Admin,Non-Program Revenues,Septic Disposal Fees,,,,,,,150000.00,150000.00,150000.00,4
Public Utilities Fund,Public Utilities Admin,Non-Program Revenues,Sewer Capital Fac Chgs,,,,,110000.00,435000.00,935000.00,1435000.00,435000.00,4
Public Utilities Fund,Public Utilities Admin,Non-Program Revenues,Sewer Capital Facilities Fee,,,,,,,,,4622000.00,4
Public Utilities Fund,Public Utilities Admin,Non-Program Revenues,Sewer Civil Penalties (Wcpss 9,,,,,,,5000.00,5000.00,5000.00,4
Public Utilities Fund,Public Utilities Admin,Non-Program Revenues,Sewer Sales-Municipalities,,,,,14400.00,14400.00,14400.00,14400.00,14400.00,4
Public Utilities Fund,Public Utilities Admin,Non-Program Revenues,Sewer Stub Inspection Fee,,,,,,,85000.00,85000.00,85000.00,4
Public Utilities Fund,Public Utilities Admin,Non-Program Revenues,Sewer User Charges,,,,30063523.00,36528814.00,39407085.00,41773431.00,43381313.00,44688852.00,4
Public Utilities Fund,Public Utilities Admin,Non-Program Revenues,Water & Sewer Penalties,,,,409897.00,472000.00,1155000.00,1155000.00,1155000.00,1155000.00,4
Public Utilities Fund,Public Utilities Admin,Non-Program Revenues,Water & Sewer Svcs,,,,,93000.00,143000.00,893000.00,893000.00,893000.00,4
Public Utilities Fund,Public Utilities Admin,Non-Program Revenues,Water Capital Fac Chgs,,,,,160000.00,310000.00,810000.00,1310000.00,310000.00,4
Public Utilities Fund,Public Utilities Admin,Non-Program Revenues,Water Capital Facilities Fee,,,,,,,,,4500000.00,4
Public Utilities Fund,Public Utilities Admin,Non-Program Revenues,Water Civil Penalties (Wcpss 9,,,,,,,5000.00,5000.00,5000.00,4
Public Utilities Fund,Public Utilities Admin,Non-Program Revenues,Water Sales-Municipalities,,,,,144000.00,894000.00,144000.00,144000.00,144000.00,4
Public Utilities Fund,Public Utilities Admin,Non-Program Revenues,Water Sewer Account Initiation,,,,1183715.00,1275600.00,1475000.00,1475000.00,1475000.00,1475000.00,4
Public Utilities Fund,Public Utilities Admin,Non-Program Revenues,Water Sewer Delinquent Bill Fe,,,,1061841.00,2420000.00,2855000.00,2855000.00,2855000.00,2855000.00,4
Public Utilities Fund,Public Utilities Admin,Non-Program Revenues,Water Sewer Refunds,,,,,,,-250000.00,-250000.00,-250000.00,4
Public Utilities Fund,Public Utilities Admin,Non-Program Revenues,Water User Charges - Tier 1,,,,18536599.00,20131154.00,20292799.00,21568958.00,22035046.00,22885589.00,4
Public Utilities Fund,Public Utilities Admin,Non-Program Revenues,Water User Charges - Tier 2,,,,15885239.00,9340225.00,9060043.00,8938524.00,9464849.00,9545791.00,4
Public Utilities Fund,Public Utilities Admin,Non-Program Revenues,Water User Charges - Tier 3,,,,5849315.00,11312148.00,9070149.00,8376183.00,8297605.00,8970990.00,4
Public Utilities Fund,Public Utilities Admin,Non-Program Revenues,Watershed Protection Revenue,,,,,,81000.00,1428770.00,,,4
Public Utilities Fund,Public Utilities Admin,Non-Program Revenues Total,,,,,132380477.00,165595196.00,181388063.00,207656634.00,237995866.00,234042515.00,3
Public Utilities Fund,Public Utilities Admin Total,,,,,,173461999.00,165595196.00,181388063.00,207656634.00,237995866.00,234042515.00,2
Public Utilities Fund Total,,,,,,,174313659.00,190120430.00,199092071.00,207656634.00,237995866.00,234042515.00,1
RCC/PAC Debt Svc Fund,Non-Departmental,Blank Program Code,Fr 715 Conv Ctr Financing Fund,,,,10697000.00,,,,,,4
RCC/PAC Debt Svc Fund,Non-Departmental,Blank Program Code Total,,,,,10697000.00,,,,,,3
RCC/PAC Debt Svc Fund,Non-Departmental,Non-Program Revenues,Approp From Prior Year,,,,796570.00,,,,,11749.00,4
RCC/PAC Debt Svc Fund,Non-Departmental,Non-Program Revenues,Fr 715 Conv Ctr Financing Fund,,,,,11153370.00,11188570.00,18476000.00,18476920.00,18475783.00,4
RCC/PAC Debt Svc Fund,Non-Departmental,Non-Program Revenues,Interest On Investments,,,,9360.00,12800.00,10400.00,7000.00,21000.00,21000.00,4
RCC/PAC Debt Svc Fund,Non-Departmental,Non-Program Revenues Total,,,,,805930.00,11166170.00,11198970.00,18483000.00,18497920.00,18508532.00,3
RCC/PAC Debt Svc Fund,Non-Departmental Total,,,,,,11502930.00,11166170.00,11198970.00,18483000.00,18497920.00,18508532.00,2
RCC/PAC Debt Svc Fund Total,,,,,,,11502930.00,11166170.00,11198970.00,18483000.00,18497920.00,18508532.00,1
RCC/PAC Operatingions Fund,Performing Arts Center,Administrative,Fr 100 General Fd,,,,,1506635.00,1621829.00,1467084.40,1354362.00,1397039.00,4
RCC/PAC Operatingions Fund,Performing Arts Center,Administrative,Fr 230 Self Insurance,,,,,,,,11162.00,27042.00,4
RCC/PAC Operatingions Fund,Performing Arts Center,Administrative,Interest On Investments,,,,,8680.00,5441.00,5781.00,5781.00,5781.00,4
RCC/PAC Operatingions Fund,Performing Arts Center,Administrative,Misc Fees & Chgs-Rccc/Pac,,,,,310.00,,,2000.00,2000.00,4
RCC/PAC Operatingions Fund,Performing Arts Center,Administrative Total,,,,,,1515625.00,1627270.00,1472865.40,1373305.00,1431862.00,3
RCC/PAC Operatingions Fund,Performing Arts Center,Performing Arts Center,Advertising Income,,,,430000.00,430000.00,430000.00,570000.00,728000.00,460000.00,4
RCC/PAC Operatingions Fund,Performing Arts Center,Performing Arts Center,Box Office Services,,,,28000.00,21000.00,21000.00,15000.00,15000.00,15000.00,4
RCC/PAC Operatingions Fund,Performing Arts Center,Performing Arts Center,Catering/Concession Fees,,,,275000.00,222818.00,300000.00,400000.00,400000.00,450000.00,4
RCC/PAC Operatingions Fund,Performing Arts Center,Performing Arts Center,Communications Services,,,,6500.00,6500.00,10000.00,10000.00,10000.00,10000.00,4
RCC/PAC Operatingions Fund,Performing Arts Center,Performing Arts Center,Credit Card Fee Income,,,,150000.00,150000.00,150000.00,100000.00,130000.00,100000.00,4
RCC/PAC Operatingions Fund,Performing Arts Center,Performing Arts Center,Equipment Rent,,,,120000.00,120000.00,165000.00,200000.00,200000.00,200000.00,4
RCC/PAC Operatingions Fund,Performing Arts Center,Performing Arts Center,Event Personnel Income,,,,650000.00,650000.00,700000.00,712000.00,725000.00,725000.00,4
RCC/PAC Operatingions Fund,Performing Arts Center,Performing Arts Center,Events Commission,,,,230000.00,230000.00,250000.00,300000.00,320000.00,320000.00,4
RCC/PAC Operatingions Fund,Performing Arts Center,Performing Arts Center,Facility Rent,,,,650000.00,650000.00,540000.00,500000.00,500000.00,475000.00,4
RCC/PAC Operatingions Fund,Performing Arts Center,Performing Arts Center,Fixed Income,,,,,,,60000.00,,,4
RCC/PAC Operatingions Fund,Performing Arts Center,Performing Arts Center,Group Comm Income,,,,5000.00,5000.00,15000.00,10000.00,25000.00,10000.00,4
RCC/PAC Operatingions Fund,Performing Arts Center,Performing Arts Center,Insurance Income,,,,12170.00,12170.00,3000.00,3000.00,4000.00,4000.00,4
RCC/PAC Operatingions Fund,Performing Arts Center,Performing Arts Center,Interlocal Agreement Support-C,,,,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,4
RCC/PAC Operatingions Fund,Performing Arts Center,Performing Arts Center,Misc Fees & Chgs-Rccc/Pac,,,,20000.00,20000.00,10000.00,12000.00,12000.00,12000.00,4
RCC/PAC Operatingions Fund,Performing Arts Center,Performing Arts Center,Orchestra Income,,,,29900.00,36975.00,13050.00,30450.00,10000.00,40000.00,4
RCC/PAC Operatingions Fund,Performing Arts Center,Performing Arts Center,Pac% Of Income,,,,36000.00,36000.00,130000.00,100000.00,100000.00,49722.00,4
RCC/PAC Operatingions Fund,Performing Arts Center,Performing Arts Center,Performance Catering Income,,,,36757.00,36757.00,20000.00,54400.00,20000.00,15000.00,4
RCC/PAC Operatingions Fund,Performing Arts Center,Performing Arts Center,Performing Arts Ctr Contributi,,,,275000.00,275000.00,300000.00,300000.00,300000.00,300000.00,4
RCC/PAC Operatingions Fund,Performing Arts Center,Performing Arts Center,Production Fee Income,,,,35165.00,48000.00,48000.00,40000.00,467650.00,375000.00,4
RCC/PAC Operatingions Fund,Performing Arts Center,Performing Arts Center,Rccc/Pac Program Income,,,,40000.00,40000.00,20000.00,42000.00,21108.00,23600.00,4
RCC/PAC Operatingions Fund,Performing Arts Center,Performing Arts Center,Staff Services,,,,230000.00,230000.00,250000.00,330000.00,335000.00,335000.00,4
RCC/PAC Operatingions Fund,Performing Arts Center,Performing Arts Center,Subscription Comm Income,,,,6000.00,6000.00,,,,,4
RCC/PAC Operatingions Fund,Performing Arts Center,Performing Arts Center,Ticket Facility Income,,,,180000.00,175000.00,200000.00,300000.00,370000.00,320000.00,4
RCC/PAC Operatingions Fund,Performing Arts Center,Performing Arts Center,Ticket Rebate Income,,,,350000.00,350000.00,350000.00,350000.00,350000.00,350000.00,4
RCC/PAC Operatingions Fund,Performing Arts Center,Performing Arts Center Total,,,,,4795492.00,4751220.00,4925050.00,5438850.00,6042758.00,5589322.00,3
RCC/PAC Operatingions Fund,Performing Arts Center Total,,,,,,4795492.00,6266845.00,6552320.00,6911715.40,7416063.00,7021184.00,2
RCC/PAC Operatingions Fund,RCC Downtown Amphitheatre,Administrative,Fr 100 General Fd,,,,,299357.00,193901.00,367382.73,375398.00,331491.00,4
RCC/PAC Operatingions Fund,RCC Downtown Amphitheatre,Administrative,Fr 230 Self Insurance,,,,,,,,3139.00,6954.00,4
RCC/PAC Operatingions Fund,RCC Downtown Amphitheatre,Administrative,Interest On Investments,,,,,2800.00,1190.00,1530.00,1530.00,1530.00,4
RCC/PAC Operatingions Fund,RCC Downtown Amphitheatre,Administrative,Misc Fees & Chgs-Rccc/Pac,,,,,100.00,,,,,4
RCC/PAC Operatingions Fund,RCC Downtown Amphitheatre,Administrative Total,,,,,,302257.00,195091.00,368912.73,380067.00,339975.00,3
RCC/PAC Operatingions Fund,RCC Downtown Amphitheatre,General/Fixed Costs,Advertising Income,,,,,4000.00,16500.00,16500.00,96500.00,,4
RCC/PAC Operatingions Fund,RCC Downtown Amphitheatre,General/Fixed Costs,Box Office Services,,,,,1000.00,1000.00,1000.00,1100.00,,4
RCC/PAC Operatingions Fund,RCC Downtown Amphitheatre,General/Fixed Costs,Catering/Concession Fees,,,,493000.00,435000.00,500000.00,565000.00,690000.00,675000.00,4
RCC/PAC Operatingions Fund,RCC Downtown Amphitheatre,General/Fixed Costs,Credit Card Fee Income,,,,,2000.00,2000.00,2000.00,4000.00,2000.00,4
RCC/PAC Operatingions Fund,RCC Downtown Amphitheatre,General/Fixed Costs,Equipment Rent,,,,,500.00,500.00,500.00,500.00,,4
RCC/PAC Operatingions Fund,RCC Downtown Amphitheatre,General/Fixed Costs,Event Personnel Income,,,,,3000.00,25000.00,10000.00,10000.00,10000.00,4
RCC/PAC Operatingions Fund,RCC Downtown Amphitheatre,General/Fixed Costs,Events Commission,,,,25600.00,30000.00,39000.00,39000.00,49800.00,50000.00,4
RCC/PAC Operatingions Fund,RCC Downtown Amphitheatre,General/Fixed Costs,Facility Rent,,,,15000.00,20000.00,20000.00,20000.00,50000.00,10000.00,4
RCC/PAC Operatingions Fund,RCC Downtown Amphitheatre,General/Fixed Costs,Misc Fees & Chgs-Rccc/Pac,,,,,15000.00,8000.00,20000.00,21000.00,20000.00,4
RCC/PAC Operatingions Fund,RCC Downtown Amphitheatre,General/Fixed Costs,Pac% Of Income,,,,,5000.00,33500.00,20000.00,20000.00,20000.00,4
RCC/PAC Operatingions Fund,RCC Downtown Amphitheatre,General/Fixed Costs,Performance Catering Income,,,,,,2500.00,2500.00,5500.00,,4
RCC/PAC Operatingions Fund,RCC Downtown Amphitheatre,General/Fixed Costs,Production Fee Income,,,,,90000.00,62500.00,62500.00,380600.00,,4
RCC/PAC Operatingions Fund,RCC Downtown Amphitheatre,General/Fixed Costs,Rccc Exhibitor Fees,,,,8500.00,,,,,,4
RCC/PAC Operatingions Fund,RCC Downtown Amphitheatre,General/Fixed Costs,Rccc Ticket Sales,,,,70000.00,40000.00,40000.00,40000.00,100000.00,150000.00,4
RCC/PAC Operatingions Fund,RCC Downtown Amphitheatre,General/Fixed Costs,Sponsorships,,,,300000.00,300000.00,325000.00,292500.00,292500.00,292500.00,4
RCC/PAC Operatingions Fund,RCC Downtown Amphitheatre,General/Fixed Costs,Staff Services,,,,11130.00,12000.00,20000.00,12000.00,12000.00,15000.00,4
RCC/PAC Operatingions Fund,RCC Downtown Amphitheatre,General/Fixed Costs,Ticket Facility Income,,,,160000.00,160000.00,200000.00,225000.00,250000.00,305000.00,4
RCC/PAC Operatingions Fund,RCC Downtown Amphitheatre,General/Fixed Costs,Ticket Rebate Income,,,,,,,,10000.00,25000.00,4
RCC/PAC Operatingions Fund,RCC Downtown Amphitheatre,General/Fixed Costs Total,,,,,1083230.00,1117500.00,1295500.00,1328500.00,1993500.00,1574500.00,3
RCC/PAC Operatingions Fund,RCC Downtown Amphitheatre Total,,,,,,1083230.00,1419757.00,1490591.00,1697412.73,2373567.00,1914475.00,2
RCC/PAC Operatingions Fund,RCC Facility,Administrative,Fr 230 Self Insurance,,,,,,,81000.00,20579.00,43268.00,4
RCC/PAC Operatingions Fund,RCC Facility,Administrative,Interest On Investments,,,,,16520.00,10372.00,9692.00,9692.00,9692.00,4
RCC/PAC Operatingions Fund,RCC Facility,Administrative,Misc Fees & Chgs-Rccc/Pac,,,,,590.00,,,,,4
RCC/PAC Operatingions Fund,RCC Facility,Administrative Total,,,,,,17110.00,10372.00,90692.00,30271.00,52960.00,3
RCC/PAC Operatingions Fund,RCC Facility,Convention Center,Advertising Income,,,,85000.00,85000.00,85000.00,85000.00,85000.00,85000.00,4
RCC/PAC Operatingions Fund,RCC Facility,Convention Center,Catering/Concession Fees,,,,2130000.00,2000000.00,2600000.00,2500000.00,2554159.42,3016200.00,4
RCC/PAC Operatingions Fund,RCC Facility,Convention Center,Communications Services,,,,133750.00,230000.00,240000.00,250000.00,250000.00,250000.00,4
RCC/PAC Operatingions Fund,RCC Facility,Convention Center,Credit Card Fee Income,,,,,500.00,500.00,1000.00,1000.00,1000.00,4
RCC/PAC Operatingions Fund,RCC Facility,Convention Center,Equipment Rent,,,,415800.00,450000.00,525000.00,635000.00,635000.00,635000.00,4
RCC/PAC Operatingions Fund,RCC Facility,Convention Center,Event Personnel Income,,,,149040.00,135000.00,85000.00,100000.00,65000.00,65000.00,4
RCC/PAC Operatingions Fund,RCC Facility,Convention Center,Events Commission,,,,156160.00,140000.00,140000.00,125000.00,100000.00,100000.00,4
RCC/PAC Operatingions Fund,RCC Facility,Convention Center,Facility Rent,,,,1025000.00,1250000.00,1000000.00,1000000.00,1100000.00,1100000.00,4
RCC/PAC Operatingions Fund,RCC Facility,Convention Center,Fr 715 Conv Ctr Financing Fund,,,,2604000.00,2681955.00,2762584.00,2846000.00,1930825.00,2018750.00,4
RCC/PAC Operatingions Fund,RCC Facility,Convention Center,Gr Ral Conv & Vis Bureau Suppo,,,,450000.00,275000.00,525000.00,525420.00,416700.00,400000.00,4
RCC/PAC Operatingions Fund,RCC Facility,Convention Center,Marketing Revenues,,,,,68000.00,10827.00,38700.00,14500.00,35845.00,4
RCC/PAC Operatingions Fund,RCC Facility,Convention Center,Misc Fees & Chgs-Rccc/Pac,,,,40000.00,45000.00,45000.00,50000.00,50000.00,50000.00,4
RCC/PAC Operatingions Fund,RCC Facility,Convention Center,Performance Catering Income,,,,500.00,1000.00,1000.00,1000.00,,,4
RCC/PAC Operatingions Fund,RCC Facility,Convention Center,Rental Income,,,,328108.00,,,,,,4
RCC/PAC Operatingions Fund,RCC Facility,Convention Center,Rent-RCC Wireless Service,,,,20000.00,22000.00,13000.00,25000.00,25000.00,25000.00,4
RCC/PAC Operatingions Fund,RCC Facility,Convention Center,Staff Services,,,,149100.00,135000.00,135000.00,150000.00,150000.00,150000.00,4
RCC/PAC Operatingions Fund,RCC Facility,Convention Center Total,,,,,7686458.00,7518455.00,8167911.00,8332120.00,7377184.42,7931795.00,3
RCC/PAC Operatingions Fund,RCC Facility,Convention Center Promotions,Fr 715 Conv Ctr Financing Fund,,,,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,4
RCC/PAC Operatingions Fund,RCC Facility,Convention Center Promotions Total,,,,,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,3
RCC/PAC Operatingions Fund,RCC Facility,RCC-Underground Pking Deck,Fr 442 Parking Operatingions,,,,74419.00,,,,,,4
RCC/PAC Operatingions Fund,RCC Facility,RCC-Underground Pking Deck Total,,,,,74419.00,,,,,,3
