LEVEL1,LEVEL2,LEVEL3,LEVEL4,TOOLTIP,SOURCE,SOURCE URL,2012,2013,2014,2015,2016,2017,LEVEL
RCC/PAC Operations Fund,Performing Arts Center,Other Expense,RCC/PAC Postage / Mailing Exp,,,,300,300,,,,,4
RCC/PAC Operations Fund,Performing Arts Center,Other Expense,RCC/PAC Printing Expense,,,,20000,20000,,,,,4
RCC/PAC Operations Fund,Performing Arts Center,Other Expense,RCC/PAC Radio Advertising,,,,66000,66000,,,,,4
RCC/PAC Operations Fund,Performing Arts Center,Other Expense,RCC/PAC Subscript Mkting Exp,,,,32500,32500,150050,150050,150050,150050,4
RCC/PAC Operations Fund,Performing Arts Center,Other Expense,RCC/PAC Television Advertising,,,,141000,141000,,,,,4
RCC/PAC Operations Fund,Performing Arts Center,Other Expense,Rccc/Pac Performance Co Expens,,,,,,,42000,19510,40000,4
RCC/PAC Operations Fund,Performing Arts Center,Other Expense,Sir Prop/Liab Claims,,,,,27084,,,,,4
RCC/PAC Operations Fund,Performing Arts Center,Other Expense,To Isf-Excess Prop/Liab Prem,,,,,53626,,,,,4
RCC/PAC Operations Fund,Performing Arts Center,Other Expense,To ISF-Prop/Liab Claims,,,,,,7444,4811,5092,5026,4
RCC/PAC Operations Fund,Performing Arts Center,Other Expense,To ISF-Prop/Liab Premium,,,,,,65061,56667,61856,61858,4
RCC/PAC Operations Fund,Performing Arts Center,Other Expense,To Isf-Sir Workers Comp,,,,,13059,40210,42745,35479,36631,4
RCC/PAC Operations Fund,Performing Arts Center,Other Expense,To ISF-WC Excess Premium,,,,,,2800,3932,3026,3203,4
RCC/PAC Operations Fund,Performing Arts Center,Other Expense Total,,,,,856725,980159,1159485,1905692,2287652,1758918,3
RCC/PAC Operations Fund,Performing Arts Center,Salaries and Wages,Earnings Offset,,,,-10473,,,7500,,,4
RCC/PAC Operations Fund,Performing Arts Center,Salaries and Wages,Event Personnel-Perm,,,,65000,65000,65000,65000,70000,70000,4
RCC/PAC Operations Fund,Performing Arts Center,Salaries and Wages,Event Personnel-Temp,,,,165000,165000,165000,190000,190000,190000,4
RCC/PAC Operations Fund,Performing Arts Center,Salaries and Wages,Event Production Personnel-Per,,,,10000,5000,5000,5000,5000,5000,4
RCC/PAC Operations Fund,Performing Arts Center,Salaries and Wages,Event Production Personnel-Tem,,,,600000,550000,550000,570000,570000,570000,4
RCC/PAC Operations Fund,Performing Arts Center,Salaries and Wages,Expense Allowance,,,,3423,4483,4483,4483,4211.2,4211.2,4
RCC/PAC Operations Fund,Performing Arts Center,Salaries and Wages,Holiday Pay,,,,11000,11310,11310,11340,11340,11340,4
RCC/PAC Operations Fund,Performing Arts Center,Salaries and Wages,Longevity,,,,17950.68,26662.4,22085.69,17838.98,29016.9,28027.05,4
RCC/PAC Operations Fund,Performing Arts Center,Salaries and Wages,Merit Increase,,,,10473.44,75.18,113.63,80.74,,,4
RCC/PAC Operations Fund,Performing Arts Center,Salaries and Wages,Range Increase,,,,73.97,75.18,113.63,80.74,,,4
RCC/PAC Operations Fund,Performing Arts Center,Salaries and Wages,Salaries-Ft,,,,1178465.36,1429384.97,1525134.99,1581178.48,1610983.78,1677900.92,4
RCC/PAC Operations Fund,Performing Arts Center,Salaries and Wages,Salaries-Ot For Ft Staff,,,,150000,136200,136200,148160,148160,148160,4
RCC/PAC Operations Fund,Performing Arts Center,Salaries and Wages,Salaries-Pt Temp/Seasonal,,,,50000,40310,40915,40600,41006,41005.86,4
RCC/PAC Operations Fund,Performing Arts Center,Salaries and Wages Total,,,,,2250913.45,2433500.73,2525355.94,2641261.94,2679717.88,2745645.03,3
RCC/PAC Operations Fund,Performing Arts Center Total,,,,,,4635401.02,6253395.7,6552319.89,6911715.4,7416063,7021184,2
RCC/PAC Operations Fund,RCC Downtown Amphitheatre,Direct Expenses,Cable Tv Services,,,,1200,1200,1375,1500,1600,2000,4
RCC/PAC Operations Fund,RCC Downtown Amphitheatre,Direct Expenses,Cellular/Wireless Voice Lines,,,,2000,3000,2900,2175,2150,2700,4
RCC/PAC Operations Fund,RCC Downtown Amphitheatre,Direct Expenses,Cleaning Supplies,,,,1000,,,,,,4
RCC/PAC Operations Fund,RCC Downtown Amphitheatre,Direct Expenses,Computer Lease,,,,1916,2899,2754,2339,3125.15,2100,4
RCC/PAC Operations Fund,RCC Downtown Amphitheatre,Direct Expenses,Computer Operations & Access,,,,9860,5000,4900,4900,3500,3500,4
RCC/PAC Operations Fund,RCC Downtown Amphitheatre,Direct Expenses,Contractual Svcs-Other,,,,20000,52500,52500,52500,52500,52500,4
RCC/PAC Operations Fund,RCC Downtown Amphitheatre,Direct Expenses,Copier Maintenance/Impressions,,,,1440,374,,,,,4
RCC/PAC Operations Fund,RCC Downtown Amphitheatre,Direct Expenses,Credit Card Fees,,,,,2000,2000,,,,4
RCC/PAC Operations Fund,RCC Downtown Amphitheatre,Direct Expenses,Electric Service,,,,20000,20000,20000,20000,20000,20000,4
RCC/PAC Operations Fund,RCC Downtown Amphitheatre,Direct Expenses,Office Supplies,,,,1500,2000,1950,1950,1450,1450,4
RCC/PAC Operations Fund,RCC Downtown Amphitheatre,Direct Expenses,Operational & Maint Supplies,,,,20000,20000,53832,25000,25000,55000,4
RCC/PAC Operations Fund,RCC Downtown Amphitheatre,Direct Expenses,Photocopy Maint,,,,1441,217,,,,,4
RCC/PAC Operations Fund,RCC Downtown Amphitheatre,Direct Expenses,Print Copy-Remote,,,,2500,,,,,,4
RCC/PAC Operations Fund,RCC Downtown Amphitheatre,Direct Expenses,Professional Svcs-Other,,,,,16700,21180,21000,21000,21000,4
RCC/PAC Operations Fund,RCC Downtown Amphitheatre,Direct Expenses,Rental-Equipment,,,,14000,30085,35000,35000,35000,10000,4
RCC/PAC Operations Fund,RCC Downtown Amphitheatre,Direct Expenses,Repairs-Bldg/Structure,,,,,,,10000,10000,10000,4
RCC/PAC Operations Fund,RCC Downtown Amphitheatre,Direct Expenses,Repairs-Other Equip,,,,,,,3000,3000,1500,4
RCC/PAC Operations Fund,RCC Downtown Amphitheatre,Direct Expenses,Rsv-Wide Area Network,,,,320,320,320,320,320,320,4
RCC/PAC Operations Fund,RCC Downtown Amphitheatre,Direct Expenses,Service Contracts-Other,,,,,2500,2250,2340,2470,2470,4
RCC/PAC Operations Fund,RCC Downtown Amphitheatre,Direct Expenses,Small Equipment,,,,,,,10000,10000,5000,4
RCC/PAC Operations Fund,RCC Downtown Amphitheatre,Direct Expenses,Uniforms,,,,,,,9000,9000,6000,4
RCC/PAC Operations Fund,RCC Downtown Amphitheatre,Direct Expenses Total,,,,,97177,158795,200961,201024,200115.15,195540,3
RCC/PAC Operations Fund,RCC Downtown Amphitheatre,Employee Benefits,457 Plan Offset,,,,-1028,,,,,,4
RCC/PAC Operations Fund,RCC Downtown Amphitheatre,Employee Benefits,Dental Insurance,,,,1300,3168.76,2324.21,1776.83,2431.53,2517.91,4
RCC/PAC Operations Fund,RCC Downtown Amphitheatre,Employee Benefits,Dental Insurance Increment,,,,,63.1,,,-202.3,,4
RCC/PAC Operations Fund,RCC Downtown Amphitheatre,Employee Benefits,FICA Temp,,,,6820,5210.6,5300.63,5978.78,8074.88,7578.88,4
RCC/PAC Operations Fund,RCC Downtown Amphitheatre,Employee Benefits,Group Life AD & D (Retiree),,,,,337,64.61,62.95,198,200,4
RCC/PAC Operations Fund,RCC Downtown Amphitheatre,Employee Benefits,Group Life Ad & Di,,,,132.69,233.76,203.66,111.96,194.32,188.45,4
RCC/PAC Operations Fund,RCC Downtown Amphitheatre,Employee Benefits,Health Insurance,,,,22776,52927.6,40130.4,29217.6,37197.48,35232.12,4
RCC/PAC Operations Fund,RCC Downtown Amphitheatre,Employee Benefits,Health Insurance (Retiree),,,,,25524,9050.31,10514.76,12314,12000,4
RCC/PAC Operations Fund,RCC Downtown Amphitheatre,Employee Benefits,Health Insurance Increment,,,,-4056,-8557.27,-5574.11,-1738.45,-2797.25,2607.18,4
RCC/PAC Operations Fund,RCC Downtown Amphitheatre,Employee Benefits,Medicare,,,,2137.72,3766.28,3281.3,1803.82,3130.94,3035.93,4
RCC/PAC Operations Fund,RCC Downtown Amphitheatre,Employee Benefits,Medicare Supplement,,,,,1318,637.84,623.04,734,700,4
RCC/PAC Operations Fund,RCC Downtown Amphitheatre,Employee Benefits,Medicare Temp,,,,1595,1218.61,1239.67,1398.26,1888.48,1772.48,4
RCC/PAC Operations Fund,RCC Downtown Amphitheatre,Employee Benefits,Opeb- Post Employment Benefits,,,,,3824,7514.18,6248.26,2073,982,4
RCC/PAC Operations Fund,RCC Downtown Amphitheatre,Employee Benefits,Police 401K Temp,,,,1800,800,850,,,,4
RCC/PAC Operations Fund,RCC Downtown Amphitheatre,Employee Benefits,Retirement,,,,10143.09,17506.6,15999.17,8795.25,15114.85,15179.62,4
RCC/PAC Operations Fund,RCC Downtown Amphitheatre,Employee Benefits,Retirement Temp,,,,2294,3270,3197.82,1930.66,2744.66,3410.67,4
RCC/PAC Operations Fund,RCC Downtown Amphitheatre,Employee Benefits,Social Security,,,,9140.57,16104,14030.38,7712.95,13387.42,12981.19,4
RCC/PAC Operations Fund,RCC Downtown Amphitheatre,Employee Benefits,Supplemental Retirement,,,,2401.59,4270.33,3762.6,2544.52,4823.12,4451.87,4
RCC/PAC Operations Fund,RCC Downtown Amphitheatre,Employee Benefits,Supplemental Retire-Police,,,,,,,,2750,1000,4
RCC/PAC Operations Fund,RCC Downtown Amphitheatre,Employee Benefits Total,,,,,55456.66,130985.37,102012.67,76981.19,104057.13,103838.3,3
RCC/PAC Operations Fund,RCC Downtown Amphitheatre,Interfund Transfers In/Out,To 100 Ind Cost,,,,,71706,64997,129426,134801,117035,4
RCC/PAC Operations Fund,RCC Downtown Amphitheatre,Interfund Transfers In/Out,To 190 Debt Svc,,,,164946,165684,164946,164946,164946,164946,4
RCC/PAC Operations Fund,RCC Downtown Amphitheatre,Interfund Transfers In/Out,To 310 W/S Reimb,,,,9400,5000,2500,2500,6000,6000,4
RCC/PAC Operations Fund,RCC Downtown Amphitheatre,Interfund Transfers In/Out,To 460 Reimb Engineering Stm W,,,,7000,4000,5000,5000,5000,5000,4
RCC/PAC Operations Fund,RCC Downtown Amphitheatre,Interfund Transfers In/Out,To 501 ERP Debt Service,,,,,7391,7194,7077,6959.79,6843,4
RCC/PAC Operations Fund,RCC Downtown Amphitheatre,Interfund Transfers In/Out,To 501 Technology Cap Proj,,,,,914,2996,4932,1387.53,4540,4
RCC/PAC Operations Fund,RCC Downtown Amphitheatre,Interfund Transfers In/Out Total,,,,,181346,254695,247633,313881,319094.32,304364,3
RCC/PAC Operations Fund,RCC Downtown Amphitheatre,Miscellaneous,Advertising,,,,57800,15000,5000,5000,5000,5000,4
RCC/PAC Operations Fund,RCC Downtown Amphitheatre,Miscellaneous,Licenses/Dues & Publications,,,,1000,750,725,690,4000,1500,4
RCC/PAC Operations Fund,RCC Downtown Amphitheatre,Miscellaneous,Mileage Reimb,,,,,,,,200,200,4
RCC/PAC Operations Fund,RCC Downtown Amphitheatre,Miscellaneous,Postage,,,,,200,180,,500,500,4
RCC/PAC Operations Fund,RCC Downtown Amphitheatre,Miscellaneous,Promotions,,,,,3500,3350,32900,64520.34,64520.34,4
RCC/PAC Operations Fund,RCC Downtown Amphitheatre,Miscellaneous,Records Storage Retention Svcs,,,,,10,,,,,4
RCC/PAC Operations Fund,RCC Downtown Amphitheatre,Miscellaneous,Training & Travel & Reg,,,,,500,450,4220,4000,8000,4
RCC/PAC Operations Fund,RCC Downtown Amphitheatre,Miscellaneous Total,,,,,58800,19960,9705,42810,78220.34,79720.34,3
RCC/PAC Operations Fund,RCC Downtown Amphitheatre,Other Expense,Producer Profit Exp,,,,,,,40000,90000,40000,4
RCC/PAC Operations Fund,RCC Downtown Amphitheatre,Other Expense,RCC/ PAC Advertise/Mkting Exp,,,,,2000,15000,15000,130000,45000,4
RCC/PAC Operations Fund,RCC Downtown Amphitheatre,Other Expense,RCC/ PAC Catering/Entertain Ex,,,,,6000,6000,18000,21000,18000,4
RCC/PAC Operations Fund,RCC Downtown Amphitheatre,Other Expense,RCC/ PAC Hospitality Exp,,,,4000,4000,4000,2000,5600,4000,4
RCC/PAC Operations Fund,RCC Downtown Amphitheatre,Other Expense,RCC/ PAC Miscellaneous Exp,,,,30000,20000,20000,25000,26000,15000,4
RCC/PAC Operations Fund,RCC Downtown Amphitheatre,Other Expense,RCC/ PAC Performance Fees,,,,160000,180000,275000,305000,497565,305000,4
RCC/PAC Operations Fund,RCC Downtown Amphitheatre,Other Expense,RCC/ PAC Production Exp,,,,45000,45000,45000,43064,144835,65000,4
RCC/PAC Operations Fund,RCC Downtown Amphitheatre,Other Expense,RCC/PAC Airfare Exp,,,,,,,,3000,,4
RCC/PAC Operations Fund,RCC Downtown Amphitheatre,Other Expense,RCC/PAC Etix Service Fees,,,,,6000,6000,,,,4
RCC/PAC Operations Fund,RCC Downtown Amphitheatre,Other Expense,RCC/PAC Event Labor,,,,,,,30000,30000,30000,4
RCC/PAC Operations Fund,RCC Downtown Amphitheatre,Other Expense,RCC/PAC Labor Expense,,,,50000,50000,50000,50000,60000,60000,4
RCC/PAC Operations Fund,RCC Downtown Amphitheatre,Other Expense,RCC/PAC Oth Marketing Expense,,,,,2000,,,,,4
RCC/PAC Operations Fund,RCC Downtown Amphitheatre,Other Expense,RCC/PAC Promoter % Concessions,,,,165000,165000,165000,225000,290000,290000,4
RCC/PAC Operations Fund,RCC Downtown Amphitheatre,Other Expense,RCC/PAC Radio Advertising,,,,,1000,,,,,4
RCC/PAC Operations Fund,RCC Downtown Amphitheatre,Other Expense,Sir Prop/Liab Claims,,,,,8737,,,,,4
RCC/PAC Operations Fund,RCC Downtown Amphitheatre,Other Expense,To Isf-Excess Prop/Liab Prem,,,,,17299,,,,,4
RCC/PAC Operations Fund,RCC Downtown Amphitheatre,Other Expense,To ISF-Prop/Liab Claims,,,,,,2094,1273,1348,1292,4
RCC/PAC Operations Fund,RCC Downtown Amphitheatre,Other Expense,To ISF-Prop/Liab Premium,,,,,,18298,15000,16374,15906,4
RCC/PAC Operations Fund,RCC Downtown Amphitheatre,Other Expense,To Isf-Sir Workers Comp,,,,,4212,11309,11315,9391,9419,4
RCC/PAC Operations Fund,RCC Downtown Amphitheatre,Other Expense,To ISF-WC Excess Premium,,,,,,788,1041,801,823,4
RCC/PAC Operations Fund,RCC Downtown Amphitheatre,Other Expense Total,,,,,454000,511248,618489,781693,1325914,899440,3
RCC/PAC Operations Fund,RCC Downtown Amphitheatre,Salaries and Wages,Earnings Offset,,,,-2505,,,2164,,,4
RCC/PAC Operations Fund,RCC Downtown Amphitheatre,Salaries and Wages,Event Personnel-Perm,,,,17000,17000,17000,,9000,9000,4
RCC/PAC Operations Fund,RCC Downtown Amphitheatre,Salaries and Wages,Event Personnel-Temp,,,,50000,5000,5000,5000,20000,10000,4
RCC/PAC Operations Fund,RCC Downtown Amphitheatre,Salaries and Wages,Event Production Personnel-Tem,,,,35000,5000,5000,5000,12000,5000,4
RCC/PAC Operations Fund,RCC Downtown Amphitheatre,Salaries and Wages,Expense Allowance,,,,,342,342,342,550,550,4
RCC/PAC Operations Fund,RCC Downtown Amphitheatre,Salaries and Wages,Holiday Pay,,,,,1600,1600,1090,1090,1090,4
RCC/PAC Operations Fund,RCC Downtown Amphitheatre,Salaries and Wages,Longevity,,,,,1717.52,1721.17,186.12,2773.21,2717.97,4
RCC/PAC Operations Fund,RCC Downtown Amphitheatre,Salaries and Wages,Merit Increase,,,,2504.77,6.02,9.57,5.15,,,4
RCC/PAC Operations Fund,RCC Downtown Amphitheatre,Salaries and Wages,Range Increase,,,,12.53,6.02,9.57,5.15,,,4
RCC/PAC Operations Fund,RCC Downtown Amphitheatre,Salaries and Wages,Salaries-Ft,,,,144911.22,258012.04,224556.24,182231.12,213152.85,206614.32,4
RCC/PAC Operations Fund,RCC Downtown Amphitheatre,Salaries and Wages,Salaries-Ot For Ft Staff,,,,20000,25000,26000,25000,27000,36000.07,4
RCC/PAC Operations Fund,RCC Downtown Amphitheatre,Salaries and Wages,Salaries-Pt Temp/Seasonal,,,,40000,30100,30552,60000,60600,60600,4
RCC/PAC Operations Fund,RCC Downtown Amphitheatre,Salaries and Wages Total,,,,,306923.52,343783.6,311790.55,281023.54,346166.06,331572.36,3
RCC/PAC Operations Fund,RCC Downtown Amphitheatre Total,,,,,,1153703.18,1419466.97,1490591.22,1697412.73,2373567,1914475,2
RCC/PAC Operations Fund,RCC Facility,Capital Equipment,Event Equip,,,,15000,10000,10000,10000,10000,10000,4
RCC/PAC Operations Fund,RCC Facility,Capital Equipment Total,,,,,15000,10000,10000,10000,10000,10000,3
RCC/PAC Operations Fund,RCC Facility,Direct Expenses,Broadband/Internet Fees,,,,,30000,40000,80000,80000,80000,4
RCC/PAC Operations Fund,RCC Facility,Direct Expenses,Cellular/Wireless Voice Lines,,,,43000,45900,45900,35275,34100,34200,4
RCC/PAC Operations Fund,RCC Facility,Direct Expenses,Cleaning Supplies,,,,35000,35000,35000,40000,40000,40000,4
RCC/PAC Operations Fund,RCC Facility,Direct Expenses,Computer Lease,,,,17015,20918,18137,18531,18131,15700,4
RCC/PAC Operations Fund,RCC Facility,Direct Expenses,Computer Operations & Access,,,,40000,52300,52300,53800,53800,53800,4
RCC/PAC Operations Fund,RCC Facility,Direct Expenses,Contractual Svcs-Other,,,,120000,250000,250000,250000,180000,120000,4
RCC/PAC Operations Fund,RCC Facility,Direct Expenses,Copier Maintenance/Impressions,,,,3425,7409,5765,6000,6000,6000,4
RCC/PAC Operations Fund,RCC Facility,Direct Expenses,Credit Card Fees,,,,8500,15000,16200,16200,21500,21500,4
RCC/PAC Operations Fund,RCC Facility,Direct Expenses,Electric Service,,,,900000,925000,850000,825000,750000,750000,4
RCC/PAC Operations Fund,RCC Facility,Direct Expenses,Equipment Usage Charge,,,,,3400,17160,17160,17160,17160,4
RCC/PAC Operations Fund,RCC Facility,Direct Expenses,Motor Fuels & Lubricants,,,,4684,5735,5505,6223,5724,5724,4
RCC/PAC Operations Fund,RCC Facility,Direct Expenses,Natural Gas Svc,,,,265000,265000,220000,220000,200000,200000,4
RCC/PAC Operations Fund,RCC Facility,Direct Expenses,Office Supplies,,,,5500,8450,8450,9350,8850,8850,4
RCC/PAC Operations Fund,RCC Facility,Direct Expenses,Operational & Maint Supplies,,,,140000,140000,140000,180000,180000,180000,4
RCC/PAC Operations Fund,RCC Facility,Direct Expenses,Phone Lines,,,,25000,22000,22000,22000,23000,23000,4
RCC/PAC Operations Fund,RCC Facility,Direct Expenses,Photocopy Maint,,,,3425,8232,9324,9324,9324,9324,4
RCC/PAC Operations Fund,RCC Facility,Direct Expenses,Print Copy-Rmb,,,,,,,,1265,2265,4
RCC/PAC Operations Fund,RCC Facility,Direct Expenses,Professional Svcs-Other,,,,235000,256180,256180,297000,323628.82,323628.82,4
RCC/PAC Operations Fund,RCC Facility,Direct Expenses,Rental-Equipment,,,,30000,20502,20000,15000,10000,10000,4
RCC/PAC Operations Fund,RCC Facility,Direct Expenses,Rental-Real Property,,,,333108,,,,,,4
RCC/PAC Operations Fund,RCC Facility,Direct Expenses,Repairs-Bldg/Structure,,,,40000,40000,40000,40000,40000,40000,4
RCC/PAC Operations Fund,RCC Facility,Direct Expenses,Repairs-Other Equip,,,,8000,8000,8000,8000,8000,8000,4
RCC/PAC Operations Fund,RCC Facility,Direct Expenses,Rsv-Contingency,,,,,,712430,744520.8,,515332,4
RCC/PAC Operations Fund,RCC Facility,Direct Expenses,Rsv-Wide Area Network,,,,126805,120300,136000,136000,136000,136000,4
RCC/PAC Operations Fund,RCC Facility,Direct Expenses,Service Contracts-Other,,,,210000,248335,260015,234820,215640,215640,4
RCC/PAC Operations Fund,RCC Facility,Direct Expenses,Small Equipment,,,,10000,10000,10000,10000,10000,10000,4
RCC/PAC Operations Fund,RCC Facility,Direct Expenses,Uniforms,,,,15700,9000,9000,9000,10000,10000,4
RCC/PAC Operations Fund,RCC Facility,Direct Expenses,Vehicle Maint & Operation,,,,20000,20000,20000,20000,20000,20000,4
RCC/PAC Operations Fund,RCC Facility,Direct Expenses Total,,,,,2639162,2566661,3207366,3303203.8,2402122.82,2856123.82,3
RCC/PAC Operations Fund,RCC Facility,Employee Benefits,457 Plan Offset,,,,-13699,,,,,,4
RCC/PAC Operations Fund,RCC Facility,Employee Benefits,Dental Insurance,,,,21852.12,26199.39,25482.2,24694.32,31886.01,33220.28,4
RCC/PAC Operations Fund,RCC Facility,Employee Benefits,Dental Insurance Increment,,,,,523.44,,,-2652.92,,4
RCC/PAC Operations Fund,RCC Facility,Employee Benefits,Employee Benefits,,,,,,27412.03,27412.03,27412.03,27412.03,4
RCC/PAC Operations Fund,RCC Facility,Employee Benefits,FICA Temp,,,,41975.49,50443.45,50135.87,53624.05,46663.87,48192.04,4
RCC/PAC Operations Fund,RCC Facility,Employee Benefits,Group Life AD & D (Retiree),,,,,1988,655.06,674.69,1997,2000,4
RCC/PAC Operations Fund,RCC Facility,Employee Benefits,Group Life Ad & Di,,,,1818.12,2264.05,2269.38,1822.07,2343.51,2382.06,4
RCC/PAC Operations Fund,RCC Facility,Employee Benefits,Health Insurance,,,,386155,436525.64,423972,353112,375647.04,387441.84,4
RCC/PAC Operations Fund,RCC Facility,Employee Benefits,Health Insurance (Retiree),,,,,150589,91752.51,112713.28,123937,150000,4
RCC/PAC Operations Fund,RCC Facility,Employee Benefits,Health Insurance Increment,,,,-59724,-73988.44,-58889.71,-21010.16,-28248.66,28670.69,4
RCC/PAC Operations Fund,RCC Facility,Employee Benefits,Medicare,,,,29291.44,36476.27,36562.29,29356.04,37757.33,38378.29,4
RCC/PAC Operations Fund,RCC Facility,Employee Benefits,Medicare Supplement,,,,,7773,6466.5,6678.64,7390,7000,4
RCC/PAC Operations Fund,RCC Facility,Employee Benefits,Medicare Temp,,,,9816.85,11797.26,11725.33,12541.12,10913.33,11270.72,4
RCC/PAC Operations Fund,RCC Facility,Employee Benefits,Opeb- Post Employment Benefits,,,,,22560,76179.14,66978.38,20860,1664,4
RCC/PAC Operations Fund,RCC Facility,Employee Benefits,Police 401K Temp,,,,3650,3500,3500,,,,4
RCC/PAC Operations Fund,RCC Facility,Employee Benefits,Retirement,,,,138982.72,169551.78,178272.78,143136.01,182276.87,191891.33,4
RCC/PAC Operations Fund,RCC Facility,Employee Benefits,Retirement Temp,,,,27714,34004.25,32651.46,33688.5,33688.5,33466.5,4
RCC/PAC Operations Fund,RCC Facility,Employee Benefits,Social Security,,,,125246.06,155967.5,156335.37,125522.42,161445.25,164100.16,4
RCC/PAC Operations Fund,RCC Facility,Employee Benefits,Supplemental Retirement,,,,40081.2,38284.58,39110.46,44734.61,47937.76,50276.2,4
RCC/PAC Operations Fund,RCC Facility,Employee Benefits,Supplemental Retire-Police,,,,,,,3500,3500,2500,4
RCC/PAC Operations Fund,RCC Facility,Employee Benefits,Unemployment,,,,,10965,39988,25566,25566,25566,4
RCC/PAC Operations Fund,RCC Facility,Employee Benefits Total,,,,,753160,1085424.17,1143580.67,1044744,1110319.92,1205432.14,3
RCC/PAC Operations Fund,RCC Facility,Interfund Transfers In/Out,To 100 Ind Cost,,,,,830833,763655,757075,729391,637682,4
RCC/PAC Operations Fund,RCC Facility,Interfund Transfers In/Out,To 190 Debt Svc,,,,,4353,,,,,4
RCC/PAC Operations Fund,RCC Facility,Interfund Transfers In/Out,To 310 W/S Reimb,,,,75000,97000,86000,92000,92000,125000,4
RCC/PAC Operations Fund,RCC Facility,Interfund Transfers In/Out,To 460 Reimb Engineering Stm W,,,,6000,5000,5000,5000,5000,5000,4
RCC/PAC Operations Fund,RCC Facility,Interfund Transfers In/Out,To 501 ERP Debt Service,,,,,34704,47163,44821,44078.67,42576,4
RCC/PAC Operations Fund,RCC Facility,Interfund Transfers In/Out,To 501 Technology Cap Proj,,,,,10950,19642,31237,8787.69,28245,4
RCC/PAC Operations Fund,RCC Facility,Interfund Transfers In/Out Total,,,,,81000,982840,921460,930133,879257.36,838503,3
RCC/PAC Operations Fund,RCC Facility,Miscellaneous,Advertising,,,,20000,35000,25000,30000,30000,30000,4
RCC/PAC Operations Fund,RCC Facility,Miscellaneous,Licenses/Dues & Publications,,,,7500,13485,13485,16570,17000,14015,4
RCC/PAC Operations Fund,RCC Facility,Miscellaneous,Mileage Reimb,,,,482.77,500,500,1300,2700,4700,4
RCC/PAC Operations Fund,RCC Facility,Miscellaneous,Postage,,,,1300,2480,2480,1800,1500,1650,4
RCC/PAC Operations Fund,RCC Facility,Miscellaneous,Promotions,,,,127000,77907,45299,100700,109000,109076,4
RCC/PAC Operations Fund,RCC Facility,Miscellaneous,Records Storage Retention Svcs,,,,,59,,,,,4
RCC/PAC Operations Fund,RCC Facility,Miscellaneous,Training & Travel & Reg,,,,43000,58250,77950,58560,63668,72160,4
RCC/PAC Operations Fund,RCC Facility,Miscellaneous Total,,,,,199282.77,187681,164714,208930,223868,231601,3
RCC/PAC Operations Fund,RCC Facility,Other Expense,RCC/ PAC Advertise/Mkting Exp,,,,21000,15000,80000,80000,80000,80000,4
RCC/PAC Operations Fund,RCC Facility,Other Expense,RCC/ PAC Catering/Entertain Ex,,,,35000,78504,78500,113000,113000,113000,4
RCC/PAC Operations Fund,RCC Facility,Other Expense,RCC/ PAC Decorating Exp,,,,1000,2000,2000,2000,2000,2000,4
RCC/PAC Operations Fund,RCC Facility,Other Expense,RCC/ PAC Hospitality Exp,,,,500,500,500,500,500,500,4
RCC/PAC Operations Fund,RCC Facility,Other Expense,RCC/ PAC Miscellaneous Exp,,,,10000,10000,10000,10000,20000,20000,4
RCC/PAC Operations Fund,RCC Facility,Other Expense,RCC/ PAC Production Exp,,,,14000,16000,16000,16000,23000,23000,4
RCC/PAC Operations Fund,RCC Facility,Other Expense,RCC/PAC Credit Card Fees,,,,1000,1000,1000,,,,4
RCC/PAC Operations Fund,RCC Facility,Other Expense,RCC/PAC Event Labor,,,,2000,,,,,,4
RCC/PAC Operations Fund,RCC Facility,Other Expense,RCC/PAC Labor Expense,,,,,,,,10000,10000,4
RCC/PAC Operations Fund,RCC Facility,Other Expense,RCC/PAC Oth Marketing Expense,,,,3000,3000,,,,,4
RCC/PAC Operations Fund,RCC Facility,Other Expense,RCC/PAC Postage / Mailing Exp,,,,500,500,,,,,4
RCC/PAC Operations Fund,RCC Facility,Other Expense,RCC/PAC Printing Expense,,,,2000,2000,,,,,4
RCC/PAC Operations Fund,RCC Facility,Other Expense,RCC/PAC Radio Advertising,,,,22000,25000,,,,,4
RCC/PAC Operations Fund,RCC Facility,Other Expense,RCC/PAC Television Advertising,,,,42000,40000,,,,,4
RCC/PAC Operations Fund,RCC Facility,Other Expense,Sir Prop/Liab Claims,,,,,51547,,,,,4
RCC/PAC Operations Fund,RCC Facility,Other Expense,To Isf-Excess Prop/Liab Prem,,,,,102063,,,,,4
RCC/PAC Operations Fund,RCC Facility,Other Expense,To ISF-Prop/Liab Claims,,,,,,13726,8066,8537,8041,4
RCC/PAC Operations Fund,RCC Facility,Other Expense,To ISF-Prop/Liab Premium,,,,,,119955,95001,103700,98972,4
RCC/PAC Operations Fund,RCC Facility,Other Expense,To Isf-Sir Workers Comp,,,,,24854,74137,71661,59479,58610,4
RCC/PAC Operations Fund,RCC Facility,Other Expense,To ISF-WC Excess Premium,,,,,,5163,6593,5073,5125,4
RCC/PAC Operations Fund,RCC Facility,Other Expense Total,,,,,154000,371968,400981,402821,425289,419248,3
RCC/PAC Operations Fund,RCC Facility,Salaries and Wages,Earnings Offset,,,,-18861,,,16641,,,4
